crop,region,month,year,yield,price
Wheat,MP,5,2016,3.712828808909549,1807.844200325237
Wheat,WB,12,2021,3.40886854999565,1830.171853278692
Bajra,Maharashtra,1,2023,3.2475966840388164,1995.0981302133882
Cotton,UP,4,2018,3.435653886688015,1730.7833922504042
Cotton,AP,11,2019,3.1119803939349855,1843.4813564182034
Maize,AP,5,2019,3.9214128142530305,1921.9896459159606
Cotton,Haryana,9,2016,1.55219515980346,1160.2965654813077
Maize,WB,8,2017,2.159958993882661,1364.387574358504
Bajra,Punjab,1,2024,2.7788497006842467,2008.6983975538792
Bajra,Haryana,12,2015,3.0843354459730894,1558.3351256634721
Sugarcane,AP,3,2017,1.9567022180079983,1501.0091379741855
Wheat,Punjab,3,2019,4.37051092145048,2040.9179950750733
Soybean,Haryana,11,2023,4.752869799998234,2235.15901858434
Soybean,Punjab,6,2015,4.129254212763916,1786.1543479734744
Jowar,Bihar,4,2020,4.750863169150527,2251.9808334178574
Jowar,WB,4,2016,4.101274804047634,1914.2067451682935
Barley,Maharashtra,1,2020,3.0436960658154564,1829.1285014045495
Groundnut,Maharashtra,12,2024,2.875965406766273,2006.9562730307441
Sugarcane,Maharashtra,10,2020,2.0823978366372176,1354.516946121423
Barley,AP,12,2015,1.8025646436024494,1115.8404945574264
Barley,Bihar,11,2019,2.2686639871576944,1320.7163488348817
Rice,Gujarat,4,2024,3.3624750628198026,2140.062663451471
Rice,WB,1,2016,1.9723150288955658,1594.0357791907272
Barley,UP,5,2015,4.829072411124528,2027.614894159638
Cotton,TN,3,2023,2.2647585996800896,1828.6415398788006
Groundnut,Gujarat,10,2020,4.417709883640756,1959.731468377462
Sugarcane,UP,5,2015,4.365866369998653,1743.342725906672
Barley,Maharashtra,3,2024,1.9942134081093412,1972.3894544454367
Soybean,UP,5,2023,3.9875999666725406,2154.59766005834
Groundnut,Punjab,4,2023,4.384398429156267,2232.726260252558
Rice,Punjab,9,2021,4.595005766221888,1970.2574472889285
Soybean,UP,6,2023,4.838928614635778,2298.844013580494
Rice,MP,12,2015,4.755362125596074,1718.07688997385
Rice,Haryana,10,2017,2.588979701320551,1361.3318122141347
Groundnut,TN,2,2022,2.436795813197676,1918.1349034580433
Rice,AP,1,2017,2.8913564570289667,1422.167919258491
Bajra,UP,1,2022,3.1275219385931443,1783.1237188359537
Wheat,WB,1,2017,2.31859755923058,1613.8212947908205
Bajra,MP,9,2018,1.8012911860849468,1429.9835264400335
Wheat,Bihar,5,2018,3.798052480103526,1972.7947417702749
Jowar,MP,4,2019,2.1098427446480867,1607.6902558831307
Jowar,TN,10,2024,4.702148887210331,2226.7915782014948
Rice,WB,5,2024,2.506896810878101,1988.1572074519195
Sugarcane,MP,9,2018,2.1919018431603945,1346.8520876793698
Sugarcane,AP,3,2021,2.179553533444675,1715.972027389111
Wheat,Haryana,3,2018,2.513139728404987,1528.1394673756995
Soybean,WB,12,2015,3.642580262649103,1529.391460203996
Groundnut,Punjab,2,2019,4.92410946197108,2206.509245607366
Rice,AP,8,2022,3.2019399057023197,1790.3131741136945
Groundnut,Maharashtra,7,2020,3.598872944327597,1761.4263687515556
Bajra,Bihar,2,2018,4.449097855701175,2153.3558005108607
Sugarcane,TN,4,2018,2.6691310562668837,1592.6539231987308
Cotton,TN,7,2015,2.1295683538265773,1234.0397640253436
Bajra,UP,1,2024,3.0176944512718986,2006.4463945060832
Bajra,TN,1,2015,2.615424352623323,1459.4957293813534
Wheat,TN,8,2017,4.531453978445981,1796.1104698012118
Maize,Haryana,6,2018,4.922789461928007,1919.9487608802704
Bajra,Bihar,2,2018,3.909108767895485,1962.8329708102606
Rice,Haryana,10,2016,3.788162659501753,1614.4306229917927
Barley,Punjab,10,2023,3.999774097142192,2052.78641763676
Barley,WB,1,2022,3.1368304434376033,1937.7108063312671
Rice,MP,3,2017,3.7007808056976224,2028.7886246483436
Maize,Bihar,12,2016,1.7494135031678453,1410.7570432583602
Maize,MP,4,2015,3.227071090476892,1524.095811934161
Wheat,Maharashtra,5,2024,2.6632831712763663,2155.9317095333968
Sugarcane,Haryana,11,2023,1.6861312042726242,1546.746142407849
Groundnut,AP,10,2019,3.4067170773895947,1638.5668336773851
Maize,MP,3,2022,2.760897669650642,1850.170513814762
Cotton,AP,5,2018,3.567148491849301,1765.9766525489865
Wheat,UP,12,2016,3.2961302389742007,1545.0133538105256
Jowar,Bihar,7,2019,2.4667687973951575,1587.4084146128412
Soybean,UP,11,2022,3.3899420923089236,1940.4276849430412
Jowar,WB,9,2020,2.825709390662703,1597.967659906058
Wheat,UP,5,2022,4.723906265663465,2182.4864824811375
Bajra,AP,4,2017,2.8147165586158196,1665.2877465287954
Groundnut,TN,10,2019,1.640524691575084,1333.657550259935
Soybean,Haryana,11,2016,4.17250463495329,1567.364536619382
Jowar,UP,9,2017,4.872891862314972,1946.9837798266303
Soybean,WB,8,2021,2.0928433703505247,1508.6526539358422
Cotton,Bihar,5,2015,4.904741797371174,2034.4604384888746
Cotton,Gujarat,9,2022,3.6601785001711824,1767.2981492038523
Cotton,WB,11,2019,4.465850375048693,1953.6342809842813
Wheat,Haryana,9,2016,3.15513367514437,1564.5698188159672
Groundnut,MP,1,2017,3.678825535012654,1878.792095032988
Wheat,Punjab,12,2018,4.443702515216744,1912.347632228974
Barley,Bihar,6,2016,4.9398001563285785,1799.9390096733646
Bajra,AP,11,2024,2.1467904923614043,1747.8481487418758
Bajra,Punjab,5,2019,4.6456131717226885,1996.647304025021
Cotton,WB,6,2021,3.835451647735987,1899.3557827855395
Barley,WB,10,2023,4.814013990733871,2079.086692826545
Maize,WB,3,2015,2.613373822455567,1647.250750071033
Maize,Punjab,3,2024,2.3490787918666594,1868.9287983593777
Cotton,UP,10,2020,2.7793321149495602,1627.8839429342852
Jowar,Haryana,5,2020,4.595747569036789,2009.3143044975657
Wheat,Bihar,7,2015,3.1087144484515883,1569.7706566539694
Cotton,Haryana,4,2016,4.830164878351422,2015.5689674060875
Sugarcane,Bihar,6,2022,2.348190331041912,1846.3207464535226
Soybean,Bihar,5,2020,2.271897623663385,1577.1352022415344
Bajra,MP,2,2015,3.874419880552889,1761.0048864454188
Maize,WB,11,2024,2.5208217454281274,1742.4870034768126
Rice,Gujarat,12,2024,1.9520419403886082,1685.3367229514
Maize,Maharashtra,1,2020,2.815784155774484,1839.807274810663
Bajra,Haryana,6,2024,2.4315801990142787,1846.9776334023704
Soybean,MP,5,2021,2.945434812095325,1756.0732391395113
Bajra,WB,9,2016,2.1527884856799675,1116.4179342606242
Rice,TN,12,2018,4.8494401518490164,2019.9750273455468
Cotton,TN,7,2021,4.305771333710833,1981.4863158739097
Barley,UP,1,2020,4.443154424789187,2202.5090110092115
Rice,Punjab,10,2022,2.542269518915517,1795.306946341118
Bajra,TN,6,2020,4.498655447065072,2100.928125680516
Bajra,AP,11,2016,3.5677437386262767,1667.9038683314045
Sugarcane,WB,7,2015,1.6985596789166557,1132.0840741886789
Sugarcane,Maharashtra,3,2019,2.036415034100507,1640.8488759630886
Groundnut,Gujarat,9,2024,3.0608690485245638,1939.080408025318
Sugarcane,WB,11,2024,2.878247406896814,1852.3370119487404
Wheat,TN,11,2023,4.283474866347577,2192.5321474112197
Barley,Maharashtra,2,2016,4.557842938257602,1922.4908738965696
Soybean,Gujarat,1,2021,4.527256657548785,2150.2125215182805
Rice,UP,10,2023,2.813511911293776,1848.4185306757195
Bajra,UP,10,2018,3.7252109358879895,1566.4215429532517
Groundnut,MP,12,2018,3.239819358548058,1653.9830180380623
Groundnut,Gujarat,9,2024,4.611217375747055,2414.8007410233486
Soybean,Gujarat,7,2019,4.611401702075149,1818.293152013867
Barley,AP,10,2020,1.6885528722738,1503.038934325054
Rice,Gujarat,11,2021,3.5024905230490364,1785.249795542845
Maize,TN,1,2023,3.2621320400179714,1909.0394753392218
Sugarcane,AP,4,2020,4.196372537795178,2032.444367951771
Cotton,Gujarat,10,2017,2.185328212633555,1195.7588049318808
Groundnut,Haryana,3,2016,3.9324940494788176,1759.4765149678274
Sugarcane,MP,11,2020,4.085133953740667,2030.8154185581986
Sugarcane,MP,7,2023,1.5936110543744224,1705.330083238895
Wheat,Haryana,5,2017,3.0094390606725385,1552.1108991752994
Barley,AP,9,2018,4.926312925600243,1913.8548194252564
Cotton,UP,11,2017,2.552115796133525,1497.3332812960884
Maize,Haryana,3,2021,4.59586268779176,2293.0335643333833
Bajra,WB,11,2018,3.5541150476995003,1851.3902474478998
Wheat,Punjab,6,2020,2.5379050122945532,1618.6567338568004
Sugarcane,Maharashtra,10,2020,4.425954796413956,1950.308437085571
Sugarcane,UP,2,2023,4.967315979255442,2255.2826245495226
Jowar,UP,3,2019,4.097020387741817,1968.8944678345838
Cotton,Bihar,4,2021,1.7145287261596889,1586.5534401073478
Cotton,UP,6,2015,1.6834371044923426,1167.840496297276
Jowar,MP,11,2022,3.220444387870819,1896.4278141580846
Cotton,UP,1,2016,1.521234242846349,1512.5480870440683
Sugarcane,WB,6,2018,3.865819539036303,1710.5357389452463
Groundnut,UP,4,2024,1.5570581336551035,1728.0054183495438
Rice,Gujarat,8,2021,4.905727713614384,2084.20119030926
Sugarcane,MP,9,2020,4.582213688012981,2118.888078904215
Wheat,Haryana,8,2018,4.353824263997955,1801.3251856990125
Barley,Haryana,8,2022,4.343442570271145,2042.3800185015746
Jowar,TN,2,2021,4.420312805747882,2175.1711523268586
Maize,Punjab,10,2020,3.0198959336401625,1765.5667658227012
Bajra,Punjab,2,2019,4.27149830612875,2145.0570716977745
Maize,Gujarat,6,2019,2.7850260943051333,1609.0383749259702
Sugarcane,Punjab,5,2021,4.469352271978698,2087.6918342465306
Wheat,UP,6,2020,3.662881737777721,1945.1343754865318
Sugarcane,Haryana,9,2018,2.75420758743135,1633.6823033417038
Barley,UP,12,2021,4.109156080111118,1859.6240943357518
Groundnut,Bihar,10,2019,2.3498849965233006,1444.8541348161016
Bajra,TN,7,2021,4.876323785713679,2124.5182991632064
Barley,Haryana,5,2021,3.8266080468916654,1819.749413216772
Jowar,Punjab,10,2016,2.904207274221433,1390.8052637214246
Jowar,Maharashtra,7,2018,3.427548644136368,1693.5505053348581
Sugarcane,UP,8,2024,4.08148852724415,1983.9843934916048
Wheat,WB,11,2018,4.290627519623872,1717.9110639277635
Barley,Maharashtra,12,2021,4.912355440768138,2211.3840873330055
Soybean,WB,1,2022,2.2313510405007797,1780.4878361288143
Wheat,Bihar,10,2015,3.2655353698699927,1394.761422003628
Groundnut,Punjab,11,2021,1.820101960978656,1562.8736659704803
Jowar,UP,11,2020,1.7879594366235807,1216.5770003033397
Sugarcane,UP,7,2024,1.8651641924645133,1723.2827774103905
Cotton,WB,4,2015,2.408263132354041,1604.1418555399237
Jowar,UP,5,2022,3.9371709753678767,2212.1022715354834
Bajra,Bihar,2,2019,4.513971248079434,2092.2260274538917
Rice,MP,10,2021,3.0259846630993055,1828.956212062008
Cotton,MP,5,2022,3.4432113314728303,1971.131959890441
Sugarcane,WB,9,2021,2.222284505736422,1639.7906547614534
Soybean,Punjab,1,2024,4.268784231656555,2151.059444063816
Cotton,WB,3,2015,4.609239395822604,1921.7737754857776
Bajra,AP,4,2020,3.1995888628486924,2031.615265619257
Wheat,UP,9,2015,2.063059959176721,1252.9846959405922
Soybean,UP,2,2018,1.5178557898251204,1520.7191333450266
Jowar,MP,7,2018,3.3774390460471126,1722.8200658663982
Soybean,Maharashtra,9,2022,3.2417254161576454,1777.9103724681684
Barley,WB,12,2020,4.74033025053117,2222.837125317384
Bajra,Punjab,10,2021,1.627695055402918,1352.4659063464533
Cotton,MP,4,2024,2.0213303453956994,1764.5533936191225
Barley,WB,5,2021,2.1919030534829984,1728.3345156536602
Soybean,Haryana,12,2021,3.414936196670542,2063.2556709826517
Barley,Punjab,12,2024,2.496576771071431,1674.5799261263217
Maize,Punjab,12,2016,2.219876567677869,1275.4912438325323
Bajra,Gujarat,10,2020,3.3004541295052343,1739.2833569815098
Groundnut,Maharashtra,4,2022,1.6422861827962332,1711.3843483023843
Wheat,Bihar,12,2022,4.913348338457182,2270.221131285174
Soybean,Punjab,7,2018,4.513565159274043,1930.4396767820144
Bajra,Gujarat,8,2021,2.4518646615557538,1548.2963665753668
Groundnut,UP,8,2023,2.6765956298466396,1726.3630110627835
Groundnut,WB,3,2022,2.360643627454791,1834.0959696200428
Sugarcane,TN,2,2016,4.749396692823275,2156.1132988857903
Barley,TN,6,2022,3.786190102018347,2141.439583218887
Groundnut,Maharashtra,12,2017,3.3241258291295424,1861.0248896636404
Maize,UP,1,2018,3.280098647397701,1768.4231411385297
Bajra,Punjab,12,2017,2.080722224006765,1333.4846306599393
Rice,UP,9,2022,4.869262686604564,2036.2197246023686
Rice,Gujarat,7,2018,4.701091033941136,1962.6618396741742
Soybean,Haryana,8,2015,4.833473685761052,1833.1949888343574
Jowar,Bihar,7,2023,2.518262725115853,1917.725653798815
Barley,AP,5,2023,3.168269845956791,1885.191600305226
Jowar,Bihar,5,2015,3.3162415844068036,1529.229945226299
Groundnut,Punjab,7,2022,3.213861369565007,1948.2167363843548
Bajra,UP,7,2016,1.567163230854345,1111.7233795086684
Soybean,Bihar,2,2021,4.41602253984561,2175.0018064322144
Cotton,WB,2,2015,4.112909287995098,1971.6357748927774
Groundnut,Bihar,7,2020,3.1617937156595097,1819.8492495425241
Barley,Gujarat,5,2024,2.435906764395433,1903.875168563234
Rice,Bihar,2,2024,3.722419196034758,2230.793084534017
Sugarcane,WB,1,2022,1.9840223401857222,1500.4728529949475
Bajra,AP,9,2020,4.990471991991773,2209.618946994393
Wheat,AP,11,2023,1.9386901232195453,1459.6315035321516
Jowar,WB,8,2015,1.7045904384792792,1102.3809266523954
Soybean,UP,2,2023,3.6434305711596995,2046.7664922130289
Jowar,Haryana,2,2017,3.121940503306716,1717.8318087967198
Bajra,Punjab,3,2016,4.016501734346214,1794.4202498508116
Jowar,Maharashtra,4,2022,1.9478853682254198,1644.0095324045753
Bajra,TN,9,2024,2.773110006989434,1724.1267513766609
Jowar,UP,12,2019,3.2536167674623018,2058.246995711126
Maize,Bihar,6,2015,3.06446950489696,1491.229320300714
Cotton,TN,3,2015,3.5406174766216028,1726.428000882343
Groundnut,TN,8,2016,1.8561255829596317,1314.3038996067376
Groundnut,WB,6,2021,3.263036190839343,1862.6435291156238
Barley,MP,8,2016,3.441683997565169,1430.277259084267
Wheat,Haryana,10,2023,4.583577514420048,2217.8964842328505
Wheat,Haryana,12,2020,3.498766648672992,1837.3044686608941
Barley,MP,2,2018,3.4155343026075027,1752.4483343594443
Sugarcane,Punjab,8,2018,4.342272363580418,1721.7842661584561
Groundnut,MP,11,2017,1.7274912646199143,1285.5948473307553
Sugarcane,Maharashtra,5,2023,3.7678675573810563,2305.659046083145
Bajra,Maharashtra,10,2016,4.341315541997309,1709.023339593741
Bajra,WB,12,2023,1.8310849881399092,1511.9332445375162
Rice,Bihar,4,2017,4.340503626605662,1940.8915254223668
Jowar,TN,3,2018,4.255045744717336,2149.989610059973
Wheat,Haryana,12,2023,1.5033009517287645,1671.086490985835
Rice,Haryana,9,2017,2.361549919651078,1297.243833235964
Cotton,MP,10,2020,2.0294037619379304,1325.878302004646
Barley,MP,7,2019,3.2896824354292296,1903.6967124388384
Barley,MP,7,2020,4.699023127219018,1954.929049593354
Bajra,Punjab,6,2019,3.6094725360570687,1683.265336135447
Groundnut,MP,9,2017,3.606310489864171,1626.7890369715549
Sugarcane,Bihar,3,2016,1.9299702262847855,1407.8588252939624
Wheat,TN,1,2024,3.8323275861763184,2247.909526104174
Rice,UP,7,2023,4.609122027011097,2295.3557960652274
Sugarcane,UP,9,2018,3.0027166995924235,1502.1795023998548
Rice,Bihar,6,2024,3.886187696728644,1972.035640652613
Jowar,Gujarat,10,2020,2.532258897800305,1590.337357980213
Cotton,Maharashtra,2,2023,2.441147244851459,1905.2501765064385
Cotton,UP,8,2019,2.147825649320499,1694.3268830654115
Sugarcane,Punjab,9,2021,2.345259570237377,1457.6175125373436
Sugarcane,Gujarat,10,2019,2.699654599972072,1693.7733914604742
Sugarcane,AP,8,2023,3.4835483140624213,2075.020657719705
Rice,Punjab,9,2016,4.2322912612482915,1555.713654024924
Jowar,Haryana,1,2017,2.513471003536839,1487.3109860563698
Maize,UP,3,2019,2.088390658540882,1636.1953862497937
Sugarcane,Maharashtra,3,2016,3.0741696141061254,1620.6689673337105
Groundnut,MP,9,2020,4.263301422501957,1926.0191704566926
Wheat,MP,3,2024,2.862663298237651,2059.8162752976814
Wheat,TN,10,2017,4.696460688263663,1874.4837306797313
Rice,Maharashtra,1,2019,2.3677013924168846,1630.5895383752493
Sugarcane,Haryana,3,2019,4.154098581103051,2063.183129764863
Bajra,WB,2,2024,3.1371545515117596,1967.8295681543948
Barley,UP,9,2022,1.874940683405359,1602.3588640028163
Maize,TN,1,2023,2.4837531132626474,1910.05802921119
Groundnut,Maharashtra,11,2018,4.503781650773,2000.2584652829332
Jowar,AP,2,2024,1.5206088112685803,1733.7687689360228
Bajra,Punjab,1,2015,4.147195904899688,1609.3238837659153
Cotton,Haryana,9,2019,4.339922840946371,1956.9695244654067
Bajra,Maharashtra,7,2018,1.9194312458516891,1505.928291323677
Rice,UP,1,2019,4.867663138312947,2017.5504717192227
Maize,Punjab,10,2023,4.553017595783861,1978.0482720852078
Soybean,Maharashtra,12,2022,2.124859549542893,1621.4679067524921
Soybean,Bihar,6,2022,2.345099541937353,1468.786051074244
Sugarcane,TN,5,2022,4.364602691723251,2173.696249069201
Sugarcane,Maharashtra,10,2015,3.4123062769979793,1560.2709868382797
Rice,Bihar,11,2021,4.728987942469464,2050.21772775358
Jowar,Punjab,5,2018,4.926993578310235,2042.6470404925615
Sugarcane,Punjab,4,2020,2.7020439944819854,1840.135930955742
Barley,Punjab,3,2018,1.839402083307927,1494.556899975617
Maize,WB,8,2019,3.9623021045419846,1802.7977249374837
Rice,Maharashtra,7,2019,4.7309224616607946,2141.9336239746167
Wheat,Bihar,5,2015,2.07707275087584,1366.3473821554576
Cotton,MP,12,2020,4.948849164972371,2199.183395829514
Rice,AP,9,2024,2.1855443878605803,1688.662452525535
Rice,AP,12,2022,1.8019645905804824,1628.967874412047
Soybean,Bihar,7,2019,3.2349429267340493,1537.889622739075
Groundnut,MP,10,2024,4.319504137773586,1872.7271118662484
Jowar,Haryana,2,2020,2.740313107094475,1741.718099877798
Groundnut,WB,7,2019,2.6614438108715133,1687.0555535465248
Barley,Bihar,7,2015,2.1898896077066343,1327.560538797662
Wheat,UP,4,2019,4.951277204410285,2157.276484419862
Soybean,TN,12,2016,2.6965287616445712,1536.5140869108416
Wheat,TN,12,2018,3.8326472233359605,1771.8038957588706
Barley,Gujarat,8,2016,1.963333618963047,1308.9890168984416
Groundnut,AP,4,2022,3.0741485889035705,1870.903039454585
Rice,Punjab,7,2021,4.2853872485260425,1952.427313374137
Sugarcane,UP,4,2023,4.896196035781351,2252.907182241661
Sugarcane,Haryana,8,2018,2.1206746038170188,1277.0104984173713
Bajra,MP,3,2019,1.831275694193496,1517.6186825441084
Cotton,Haryana,2,2023,4.95626200403095,2525.1111575480936
Jowar,AP,10,2023,3.4396398140329927,1899.7431325207951
Barley,Punjab,6,2016,2.7089731167671394,1476.1663761121001
Cotton,MP,7,2015,4.8609744308356575,1962.159470731946
Jowar,Bihar,7,2017,2.8656618475286786,1414.2732127501577
Cotton,Gujarat,6,2024,2.3120134236607246,1733.8178009500762
Groundnut,MP,11,2015,4.3122626199189575,1666.377350060364
Jowar,AP,8,2020,2.5988757076568727,1607.1145020873257
Groundnut,Haryana,12,2022,2.6269223326146633,1970.9196075508894
Rice,TN,6,2018,3.0574640367089043,1875.1464262313966
Soybean,Haryana,6,2018,3.9253564958741376,1827.617571847679
Groundnut,Haryana,3,2024,4.446172558905941,2238.943928851093
Sugarcane,Haryana,12,2015,2.2916021708987038,1290.1297651506802
Cotton,Gujarat,2,2023,2.7687065745161417,1889.1707461267808
Bajra,AP,7,2024,3.2365902616884874,2079.5293285569887
Maize,UP,6,2022,1.5896376269403847,1651.4636362747942
Jowar,Gujarat,1,2017,3.939869467738353,1877.7467105448056
Barley,Gujarat,2,2017,3.4808868445578014,1636.4031174588347
Bajra,AP,2,2024,1.967461452901064,1900.6040695812792
Sugarcane,WB,1,2018,1.9561477734982817,1273.4882871376617
Groundnut,Gujarat,3,2018,4.633137616589977,1983.7258192992786
Soybean,MP,5,2016,3.891590122927119,1730.9110298096307
Rice,WB,4,2018,2.858212143465744,1799.1116202771675
Maize,AP,12,2016,2.6832846262143217,1579.0550556525768
Wheat,Maharashtra,2,2021,2.6089863479251636,1791.5380143124305
Bajra,Maharashtra,8,2019,3.7913087583503424,1701.8926547554772
Soybean,UP,9,2021,2.125619488163561,1551.954960411855
Wheat,Bihar,8,2020,4.9560222644907785,2003.7551027272034
Maize,Gujarat,7,2016,3.904693797586037,1676.5790388955388
Barley,Haryana,10,2016,1.9449202780087227,1218.5003988272028
Barley,Bihar,2,2015,1.9831055298364215,1427.109746209413
Cotton,Bihar,6,2015,3.7690265000571936,1561.283946745269
Maize,WB,11,2019,2.8411099778091584,1574.00892983567
Maize,MP,4,2019,3.8098520755525236,1813.0711392982234
Wheat,Maharashtra,5,2021,4.0288090835087775,1989.6088460140265
Soybean,TN,9,2015,3.3827201999077188,1526.631246777584
Jowar,MP,9,2019,2.397938043711682,1470.378291771697
Wheat,Maharashtra,4,2016,3.429063918902137,1426.968301834845
Rice,TN,8,2024,2.9765288469952655,1846.5158923427568
Barley,Gujarat,11,2015,4.6161797105691,1765.1894436241837
Barley,Punjab,5,2021,4.090739635423748,2188.725923764832
Cotton,AP,9,2017,3.6664444743412608,1658.2844425238336
Rice,Punjab,2,2023,1.6390302367232938,1907.1959271044723
Barley,MP,4,2019,4.965593646553548,2285.5897353091073
Wheat,UP,3,2019,3.4819499021222176,1786.8484169007525
Rice,MP,7,2019,2.4064216699366296,1759.5660812087722
Wheat,WB,2,2023,3.57033980651962,2064.1608919522128
Jowar,TN,3,2024,4.362635832228614,2279.2621751942097
Jowar,TN,9,2015,3.3849495581641986,1356.0089224799767
Barley,Gujarat,8,2019,4.219111228415112,1756.009127749139
Barley,Punjab,2,2024,2.9456320820420023,1766.356905774808
Soybean,Gujarat,6,2020,3.564869752356257,1933.7073590984442
Jowar,Punjab,3,2023,2.9778758648869266,2098.839728961612
Bajra,TN,12,2017,3.3472874061471805,1710.9911855969733
Bajra,MP,6,2015,2.0862845299032973,1312.0038959124433
Cotton,UP,5,2022,3.595247231375085,1956.0468108189184
Jowar,TN,10,2023,4.926329085178891,2205.4782474956924
Wheat,Bihar,4,2020,4.176857852132965,2067.2502242687274
Wheat,Maharashtra,12,2019,2.6201696611590135,1724.719106338662
Sugarcane,Punjab,7,2022,4.523511111894489,2116.3514847294855
Rice,Punjab,11,2020,4.635037582861059,1942.6312653432688
Groundnut,WB,10,2020,2.1188219780808066,1526.564811249194
Bajra,Gujarat,7,2023,1.6859685127701776,1541.2103317156877
Barley,AP,4,2023,3.5036657950745984,2174.6860386144026
Cotton,AP,3,2015,3.1655901019005404,1639.008150695614
Groundnut,WB,4,2016,4.0014017242647935,2006.327559464946
Maize,TN,2,2015,2.525705409550187,1512.5858546750885
Cotton,Punjab,4,2016,2.830741769907217,1776.8416595453075
Maize,Haryana,4,2017,2.4234829346345856,1573.1633230474467
Jowar,UP,12,2016,2.5224811903489903,1533.2956114856318
Maize,Bihar,5,2020,1.5325057398632351,1498.90121521493
Maize,MP,1,2018,3.2876443075856336,1687.6388741317032
Soybean,MP,2,2019,3.156041059425103,1716.3689320371834
Soybean,AP,8,2024,2.7455615980309007,1850.778184077509
Soybean,AP,8,2023,3.3906661687205006,1949.6575554830858
Jowar,WB,8,2016,2.87116108735941,1354.8010848474094
Groundnut,Punjab,5,2017,3.0139641495203833,1575.6711105186453
Cotton,Gujarat,8,2024,1.5069455696049987,1705.2451002596003
Cotton,MP,9,2015,1.7320746678666317,1283.5373203753518
Barley,Punjab,4,2016,2.027458841475438,1510.00161358184
Soybean,Bihar,4,2015,2.1440716910068396,1476.8329257244266
Jowar,UP,7,2023,3.0826740298085413,1972.4603366250324
Barley,UP,5,2017,4.562187954669823,2107.5333102128225
Rice,MP,11,2017,2.9211184602052884,1596.6691640307647
Barley,Haryana,10,2021,3.6951735682271942,1967.5502844735852
Groundnut,WB,1,2015,1.5903101583874024,1192.9138637580352
Bajra,MP,8,2023,4.491959144339824,2038.6024871282348
Maize,Bihar,4,2021,1.8959707301656699,1756.5626821740852
Soybean,Haryana,8,2023,2.495011209003092,1616.1340955270496
Bajra,Maharashtra,2,2022,4.358575371995492,2329.4043886702025
Barley,TN,12,2019,2.427071337173847,1501.8087231074253
Jowar,AP,12,2017,2.402999242412783,1541.1907635748496
Maize,AP,4,2023,3.6104512886225537,2124.399838281562
Cotton,Haryana,2,2019,4.661357796923943,2043.695813170698
Wheat,MP,5,2023,2.2477725458147333,1801.1620909164901
Maize,AP,10,2017,3.6728640424474066,1646.720020396014
Groundnut,Punjab,10,2020,3.6006583455055257,1818.0765613898143
Groundnut,AP,8,2016,3.8083303296754893,1514.791087101766
Barley,UP,11,2017,4.813691922522353,1952.2452187091767
Rice,AP,7,2016,2.0805863391823056,1380.511332900439
Groundnut,Maharashtra,11,2016,3.790250641431634,1788.8948649450413
Groundnut,WB,5,2019,2.138330217194934,1441.6673831535509
Jowar,Haryana,11,2024,2.6000542200669914,1880.8249211128912
Barley,Punjab,7,2018,2.864865367412124,1523.3133340447216
Maize,Maharashtra,5,2018,4.423868028940417,2114.934331344368
Rice,UP,7,2022,1.6879851048396812,1497.9489469922592
Bajra,MP,4,2020,4.06778360371613,2043.2490059396516
Wheat,TN,4,2024,4.694072117554676,2481.49809756133
Soybean,UP,10,2016,1.7773464393485097,1161.31002310463
Cotton,Haryana,4,2015,4.267555056588288,1708.045455329329
Groundnut,Haryana,11,2019,1.8767478702553682,1114.6107899919512
Barley,Haryana,8,2021,4.869987768686897,2083.2340463612595
Soybean,Maharashtra,1,2019,4.353776495143917,1795.745639468065
Cotton,Haryana,10,2018,3.93244519064917,1593.9790234805089
Cotton,WB,5,2019,3.4252081461512733,1802.5979150275473
Bajra,WB,12,2024,4.722861208809583,2351.2409153455674
Bajra,WB,10,2022,1.9167495496951057,1511.4707438405324
Bajra,Haryana,2,2019,1.9262447473086786,1439.4769750684798
Sugarcane,WB,10,2023,4.378713295600468,2044.4485549962346
Sugarcane,Gujarat,4,2024,3.188119573860603,1849.8980300748924
Cotton,AP,5,2021,4.457697359194779,2159.8533724019653
Bajra,AP,8,2016,2.867316028876179,1631.301175385589
Jowar,Haryana,2,2023,3.081510766985417,2133.347330558452
Groundnut,Bihar,2,2016,2.6622753437651063,1453.8196497972365
Soybean,Maharashtra,2,2020,4.8275839165830705,2082.350136600332
Soybean,TN,8,2022,3.1273251564082942,1654.08207953872
Sugarcane,Maharashtra,12,2016,4.142839753642937,1648.9020028528357
Cotton,Gujarat,3,2020,3.935680855636658,1933.4214332824688
Barley,Maharashtra,5,2019,2.3228043027823055,1526.2007963463461
Maize,Gujarat,2,2021,4.698938343128942,2280.9005969331092
Maize,Gujarat,6,2024,3.406387315999718,2126.7266843259204
Sugarcane,Maharashtra,10,2019,4.495321165710783,1807.8263056527267
Barley,TN,6,2017,4.412657591067337,1724.250872107941
Sugarcane,Gujarat,2,2020,1.705344877094297,1659.7675549047913
Maize,WB,4,2021,3.669204781691915,2120.5301301403415
Barley,Punjab,11,2015,4.261445635244982,1838.6663565472234
Bajra,Punjab,2,2022,4.672743953700423,2200.1797128969874
Cotton,MP,10,2022,3.2720348910728694,1704.7239363079439
Soybean,Haryana,4,2018,4.127494254222372,2046.6087559243067
