N,P,K,ph,organic_matter,region,soil_status
8,124,63,5.108909767417273,1.1642175225408598,Punjab,Poor
14,74,32,6.1123327815039215,2.738124189895096,Bihar,Good
93,6,30,7.77500626815231,1.0734375709833552,TN,Poor
137,30,88,8.36224219221695,3.127086237796864,MP,Moderate
28,18,95,5.366019124991476,3.0171906267239543,MP,Moderate
79,86,69,5.309876320695967,2.862389148039904,TN,Moderate
35,106,78,5.638041031038978,1.9744138393875468,WB,Moderate
83,36,65,6.981053499280888,0.6015176635304671,Haryana,Poor
108,66,189,5.3925453280317255,0.8973956068945255,Haryana,Poor
117,119,5,8.465684627302963,1.8698153076173099,AP,Moderate
36,34,164,8.89003794358157,0.6309429332463073,MP,Poor
85,35,36,7.395599612473174,0.6904173288046016,Gujarat,Poor
70,41,159,8.851498480261226,0.876511513217328,Bihar,Poor
92,106,145,5.439252342496349,1.28254009268091,Punjab,Poor
79,132,21,8.075851765927716,2.747968368338936,MP,Moderate
101,90,160,7.392223199223789,0.643947184280366,Maharashtra,Poor
13,63,93,5.315959153320185,3.450918186068967,WB,Moderate
116,32,56,5.592036401223337,1.3214885617609142,Maharashtra,Poor
72,126,118,6.443128332516926,1.4605933341046948,Haryana,Poor
90,65,168,7.958216682672575,1.2436546635276526,WB,Poor
89,20,51,8.36111134602649,2.30717233964746,MP,Moderate
28,73,198,7.1697352187575305,0.5582798816393465,WB,Poor
48,48,164,7.607881861121649,0.7807085771097279,Gujarat,Poor
71,117,36,5.319247688074862,0.7963323171436818,Haryana,Poor
132,142,202,7.705357748890862,2.493597276495432,UP,Moderate
41,23,99,7.024899064958048,1.4885652128269755,Bihar,Poor
134,88,127,5.114604526231451,1.8124825624170164,MP,Moderate
41,97,187,8.750934858011998,3.3499200601225567,Bihar,Moderate
104,104,111,6.564298047074287,1.1001286304660196,Gujarat,Poor
26,43,132,7.972310097298227,0.7105903650377131,Gujarat,Poor
57,71,84,6.6280638340368245,1.8242696887459409,MP,Moderate
45,77,93,8.664683581682528,0.9922196372283345,UP,Poor
65,54,44,4.706396923188992,0.9339714454645943,Bihar,Poor
24,57,32,6.730773128852789,1.7303962491775393,UP,Moderate
72,50,85,4.125775010299259,2.5089534676565988,WB,Moderate
116,56,35,4.986967962690571,1.2285557013803492,Bihar,Poor
128,128,123,5.405132523018553,3.1278916856170356,Bihar,Moderate
86,9,91,6.363050355486735,1.587343840898996,TN,Moderate
73,78,35,8.100863287120482,3.3021447869418368,Bihar,Moderate
124,99,158,6.333272502832462,1.9771858348413853,Bihar,Moderate
66,79,8,6.805935997541971,2.680213679503508,Punjab,Good
5,120,111,8.620271803406553,3.0470505782594755,UP,Moderate
124,134,111,7.782662322510305,2.0891596248044526,Punjab,Moderate
57,72,111,4.251016941077023,3.0509703538711124,Maharashtra,Moderate
69,84,190,4.882312953607784,1.633945359925859,Haryana,Moderate
52,109,121,4.191087560656336,1.5902122231610971,Bihar,Moderate
65,73,83,4.345281303892424,2.882190170694736,TN,Moderate
57,138,27,5.694274009939738,1.2238091741187016,Maharashtra,Poor
81,20,201,7.639292519331268,2.651115473411635,WB,Moderate
86,91,109,5.221764463852937,0.731260871348871,TN,Poor
1,128,192,5.961431312357688,2.4068751912775026,Maharashtra,Moderate
36,144,175,5.969373307218097,3.3257291447270827,WB,Moderate
102,45,158,6.95153275171147,1.8693976607965004,UP,Moderate
23,123,199,8.464595035825187,1.7478950441357033,MP,Moderate
111,23,120,8.91613641715295,2.1216225874694485,UP,Moderate
64,80,200,7.023054821639407,2.6586982234710024,Maharashtra,Good
128,113,59,6.525352399193203,1.5765089274479769,Bihar,Moderate
116,123,179,7.409378425165995,0.5003900338123894,Punjab,Poor
115,117,191,7.340156237110112,2.0062541307563437,Gujarat,Moderate
104,6,148,6.6197293133793815,1.7578344817464655,Gujarat,Moderate
2,24,62,7.6847814940874795,2.0981091850190676,WB,Moderate
45,123,111,6.456357014924533,2.645936843847055,Haryana,Good
54,99,5,8.98229213126023,1.3501731581030358,Bihar,Poor
74,141,131,4.24498651723453,2.015779030539793,TN,Moderate
44,25,177,6.2160781088370936,1.2601662508586737,MP,Poor
76,12,98,5.9851217195279105,1.8780399096294373,Maharashtra,Moderate
23,33,138,7.851519784734361,1.5336173201061594,MP,Moderate
34,39,56,4.9541267820370765,1.6071239024026034,WB,Moderate
23,42,23,6.17037749003863,2.2380831520568556,TN,Moderate
27,94,106,7.489722683275053,2.5688329757695074,Maharashtra,Good
15,72,175,7.015959331584056,0.5379754921420604,Gujarat,Poor
58,135,23,6.725609157383092,3.1299237185082305,Gujarat,Good
14,113,43,6.174775662029136,1.5930062256537187,UP,Moderate
10,115,112,7.7600440012197955,2.4308309683884897,AP,Moderate
78,16,164,7.232125639551356,0.8671772905397056,TN,Poor
114,36,69,8.373555126730068,2.214368241767606,Punjab,Moderate
67,67,51,7.664994432249218,2.5353785916992897,AP,Moderate
42,47,145,4.7020378222487365,0.9723141373288605,Maharashtra,Poor
68,111,78,7.097690208823105,3.2364644112776118,Punjab,Good
137,42,168,4.222692166135851,2.7723992211353385,TN,Moderate
74,33,202,5.936854311464437,2.101758681717847,Punjab,Moderate
102,59,159,6.059688533608881,0.9981981077507032,AP,Poor
40,56,76,8.27441451716901,3.09665410824635,Punjab,Moderate
58,119,156,4.901858533885774,0.705877906247261,AP,Poor
38,23,152,7.2177075246164275,0.8455146740349074,Haryana,Poor
2,39,90,4.961935112928193,2.5945227130575135,Haryana,Moderate
6,52,13,8.74335075598897,1.261582554627375,Gujarat,Poor
48,114,124,6.647484663241067,1.8779536983039637,AP,Moderate
25,35,171,7.541068824142391,2.1167303686894283,MP,Moderate
100,7,118,7.232726952385035,1.8747024762118425,WB,Moderate
78,92,5,5.5181926198494455,0.7516809696726533,Gujarat,Poor
1,56,15,8.505988802115635,2.7124233158854634,Gujarat,Moderate
126,75,109,7.1362433435783155,1.2199706232819092,Gujarat,Poor
131,55,5,6.551590096987708,2.7155950426164988,Bihar,Good
19,60,85,6.641803467247843,3.09587235707271,Haryana,Good
116,103,127,8.453452620711023,2.109121476169021,Haryana,Moderate
31,25,176,4.295597364171351,2.6191293158281663,AP,Moderate
27,133,55,5.945310460455436,0.610813358217365,UP,Poor
76,112,21,8.208137639095064,0.6102443511682555,Gujarat,Poor
0,57,107,4.187576234628479,1.0914868667895408,AP,Poor
55,10,111,7.195906096610678,1.5751498744992976,UP,Moderate
34,86,124,6.016320915699335,1.0483515356911541,Bihar,Poor
111,83,198,5.0229173525101505,2.4048808086341698,UP,Moderate
29,51,116,7.057024336285029,1.3306628507925207,Punjab,Poor
53,100,27,8.15530501497735,3.0372530761618406,TN,Moderate
35,110,173,6.336697771731313,2.181811397758849,Bihar,Moderate
79,86,130,4.733686947105075,1.6342385998807094,UP,Moderate
57,35,63,5.530756099109814,3.1792344994538047,MP,Moderate
82,62,110,8.906766250245084,2.9850891844331695,Maharashtra,Moderate
64,27,98,4.555459433619287,2.9601054386133088,AP,Moderate
68,45,29,4.803575100928238,2.685053747018636,Haryana,Moderate
127,19,149,8.950889239549355,2.3426430097107516,Haryana,Moderate
50,91,114,8.41050711843959,1.6004701975913977,UP,Moderate
21,7,23,7.535643723678735,1.767801279609671,Maharashtra,Moderate
106,5,86,4.754916267305171,2.4413719791038573,TN,Moderate
108,79,50,5.202745749258068,1.018613997839278,TN,Poor
115,143,39,4.9009110203265145,2.983443864335768,Gujarat,Moderate
100,80,27,7.154774275052979,3.316010661208682,TN,Good
99,8,113,5.994344438701922,0.7939658184246361,TN,Poor
67,29,48,4.238895680975468,0.5673670431674069,Maharashtra,Poor
35,98,13,5.4564615136325205,0.9281005237765596,Gujarat,Poor
21,100,164,8.303266130323255,2.779707815816763,UP,Moderate
65,112,94,7.98021166707332,0.823479677170207,Bihar,Poor
20,103,97,7.215059019846072,1.6167486668617146,Maharashtra,Moderate
99,99,191,4.427717570970698,0.6893708478308764,TN,Poor
127,104,46,8.413954095697743,1.7976715071622198,TN,Moderate
43,95,194,6.672589043741274,2.3115772058946584,UP,Moderate
102,48,151,6.472880050150235,2.3855288005247424,WB,Moderate
46,132,97,8.670317884911121,2.0567460378332822,TN,Moderate
38,27,121,4.044220134625386,3.314323732891688,UP,Moderate
28,27,131,6.779486034173866,2.0934095915495736,Gujarat,Moderate
53,59,39,7.956221955943531,3.077714068854554,Bihar,Moderate
89,81,140,4.31845237327757,3.4790772346437975,Punjab,Moderate
84,67,115,5.785860337074347,1.189236194492677,TN,Poor
16,107,47,8.887425922598535,1.2966062496483424,Gujarat,Poor
79,64,49,5.0589302582832385,2.065608600310413,Punjab,Moderate
72,84,138,6.655897167029776,1.04713514777607,MP,Poor
48,99,17,7.7303451301727755,2.1923752053731786,MP,Moderate
100,73,15,5.951869262534678,2.553169720538883,AP,Moderate
1,118,106,6.03936623328868,0.6811926470407645,Bihar,Poor
58,108,202,4.316341760516347,2.5441847082367453,UP,Moderate
96,112,201,4.950466742103252,0.9784005782938238,Punjab,Poor
98,93,139,8.403046127577941,1.3979558225679378,Punjab,Poor
102,25,59,8.091588202083756,2.7164294644879097,MP,Moderate
1,135,187,5.523192611315341,0.9907699879455526,WB,Poor
40,14,23,5.9085564949046105,2.095049144340554,AP,Moderate
122,91,111,6.202052118110229,2.2675259186441377,Punjab,Moderate
81,95,10,5.729718141371348,0.9930736194901217,AP,Poor
131,141,13,7.269558520902129,1.3243443370003258,Bihar,Poor
139,127,152,4.064142154358142,2.319391765202986,Maharashtra,Moderate
28,8,29,8.400840279607497,1.883595522743371,AP,Moderate
134,94,54,5.503245467763096,2.4799440024036508,Gujarat,Moderate
13,100,76,8.361867309131696,3.0641506430809025,Punjab,Moderate
11,33,182,6.271929088116436,0.9051020718313588,Punjab,Poor
98,90,170,7.881654958533893,0.7118981419845458,AP,Poor
132,51,70,8.128899194558231,2.5001797065113602,AP,Moderate
80,81,61,5.506444118156164,2.8119309410582343,MP,Moderate
105,91,26,7.201624045584514,1.8479209658494347,Bihar,Moderate
31,35,60,7.037069879886959,1.6817284090634956,TN,Moderate
73,55,40,6.380070509584323,2.2903155713659706,Haryana,Moderate
80,40,183,6.347843384486356,2.1543618567993357,Punjab,Moderate
68,99,72,5.526016351688572,1.9705120733553494,WB,Moderate
44,19,5,5.55095255803981,2.9561153847125374,Gujarat,Moderate
105,82,52,6.740758041360174,1.0205013800953564,MP,Poor
136,44,165,4.161353089946739,2.5436267346511543,WB,Moderate
99,49,156,8.668321909873612,2.7240192183745267,UP,Moderate
8,94,181,7.2498966148489075,3.2039060314921564,MP,Good
61,60,201,6.217217699149404,3.3353006077440313,Gujarat,Good
28,58,62,4.309030010669462,2.0235968849996175,AP,Moderate
124,89,52,7.150062550615349,1.8009200485317192,Punjab,Moderate
113,13,189,4.088713313720826,2.0117256920437168,WB,Moderate
133,122,196,7.399335975460087,2.6977377882820814,WB,Good
119,69,103,4.362622237619911,0.5515141063240392,Maharashtra,Poor
78,112,185,7.2805109487990665,1.022431806357213,Punjab,Poor
92,133,192,6.029438831752243,3.222998963582608,Gujarat,Good
3,42,130,7.313142474248984,1.0863040408722178,MP,Poor
81,109,118,4.69248662786653,1.1854500729172803,AP,Poor
74,44,94,4.5869145460388046,3.318393010277463,Haryana,Moderate
13,134,117,5.237120205049382,1.3828409711172802,Gujarat,Poor
130,79,175,6.057556591116256,1.3713282227506767,Haryana,Poor
113,37,173,5.265154759399847,3.271126534671787,Bihar,Moderate
61,89,111,4.410076921881951,1.6252459820703666,Punjab,Moderate
105,63,158,5.625140491533304,1.9818260582106348,AP,Moderate
63,99,191,7.528804500648839,2.181222031128388,Gujarat,Moderate
101,30,109,6.915430520919083,3.104847433998507,MP,Good
105,107,181,8.816622775097736,0.732714283077141,Maharashtra,Poor
19,25,196,6.179608304952743,1.2825687055865194,Maharashtra,Poor
57,84,137,5.664011775689893,2.261024289406434,MP,Moderate
111,75,176,7.468397638463669,1.8038383264724671,Bihar,Moderate
56,70,22,6.059793947314997,1.3348422308663366,Maharashtra,Poor
118,41,189,7.091546343666131,1.7289267780739532,Punjab,Moderate
96,18,116,8.731436402831818,3.3987279059295514,Maharashtra,Moderate
91,112,44,6.495946142696122,0.5630976951948646,WB,Poor
51,139,106,6.490875029456648,0.9409235081279044,Maharashtra,Poor
36,85,117,7.875832617136478,0.5559655027710867,MP,Poor
7,84,178,7.780383275915003,2.280189976777314,Maharashtra,Moderate
43,107,62,6.581157231953988,0.5388106257142182,Haryana,Poor
97,39,89,4.323601744483952,1.8620479279392241,Punjab,Moderate
132,106,156,8.903934969273157,3.0775886356073165,Maharashtra,Moderate
117,135,160,5.886602105146368,0.7916149690302602,Punjab,Poor
68,122,50,5.583532082243746,1.5955221664792734,Gujarat,Moderate
44,99,200,8.907734166420738,1.6339937634128323,MP,Moderate
136,59,76,8.360676084469866,1.5867627916714624,Maharashtra,Moderate
31,13,186,5.651083209187465,2.682386135045259,Maharashtra,Moderate
32,73,37,5.54154527876484,0.5132287968853328,AP,Poor
125,32,71,7.604770713170547,2.839895222788231,Punjab,Moderate
66,117,117,5.671579512475392,3.0171240076750623,Punjab,Moderate
29,35,88,5.257159815822025,1.7943906926138031,AP,Moderate
113,63,167,8.898354234636312,3.1614709872669273,Bihar,Moderate
28,86,43,6.8285511889195005,1.64311704012643,Bihar,Moderate
130,58,179,7.812488106274721,2.584168345864494,Gujarat,Moderate
29,46,75,7.565274798459454,1.6664746407375297,UP,Moderate
136,27,9,7.777629973250564,0.6135302630623249,Gujarat,Poor
129,113,169,8.516949880917718,0.7502791189847205,Gujarat,Poor
61,90,5,6.503841664469201,1.8261482472202848,TN,Moderate
2,69,129,7.7668908963076735,3.4702882796661356,Gujarat,Moderate
67,93,188,7.9840691716153565,1.032670575930896,AP,Poor
24,58,139,8.731922927480104,3.1867458709024947,Gujarat,Moderate
43,122,117,7.565483515263371,3.2581825615407927,AP,Moderate
54,109,196,8.463078996924395,1.7289464555055003,UP,Moderate
136,15,12,4.475190500999809,1.8854764623398732,TN,Moderate
129,67,112,4.6304829695403935,2.008461326989929,Bihar,Moderate
40,26,130,4.791730947551713,2.811220544869543,Punjab,Moderate
63,121,130,4.7240653602171925,0.871173101813046,Haryana,Poor
30,62,196,4.43759406200672,1.485911804233211,WB,Poor
46,24,189,4.612868928931339,1.0121070145333444,Punjab,Poor
129,97,32,8.979551424336634,3.1352424534174483,Haryana,Moderate
95,54,158,5.36092514775228,0.7115542263131118,Bihar,Poor
76,94,38,6.390240535725981,2.743112456602666,Bihar,Good
109,108,100,8.10807684767725,1.8192234969525667,Maharashtra,Moderate
68,131,26,4.5915233704394245,2.6438124400509886,Maharashtra,Moderate
57,117,128,5.586825031543869,3.1696857733056962,TN,Moderate
105,78,152,4.79643010108798,1.518986943707292,WB,Moderate
43,17,146,4.312780580137034,1.181004190595075,AP,Poor
73,19,155,8.803766903152543,2.4506557830979494,Bihar,Moderate
55,77,71,8.291789180091016,3.4925774966714247,TN,Moderate
126,31,151,8.39648997435129,2.6885252507867246,Haryana,Moderate
29,140,82,8.343400665661886,2.886867223880897,WB,Moderate
70,92,43,4.772834171127308,2.389571688262497,Haryana,Moderate
117,40,169,7.924984481170528,1.604550369022927,AP,Moderate
54,56,103,7.639356008836424,2.463932857666331,Bihar,Moderate
66,143,133,8.627076802122911,0.8856506937285378,AP,Poor
2,12,23,5.0966113613158335,1.9664541197753136,Bihar,Moderate
25,61,19,6.070221934378273,2.2191746925002365,UP,Moderate
56,114,5,5.474642563569404,3.220249961049369,UP,Moderate
125,134,35,5.289589091584001,3.2591579932348913,Maharashtra,Moderate
52,68,184,7.261908437614189,0.6803735290408751,WB,Poor
42,15,175,4.8197167489871955,2.3956433855878108,WB,Moderate
48,138,178,6.3240355981658976,2.8891722351777522,UP,Good
41,100,90,7.233202237133987,2.109345328446759,Haryana,Moderate
10,80,54,4.651515335350213,0.7870104695139575,Bihar,Poor
102,68,24,5.284900686688689,1.1981879403910431,UP,Poor
97,105,109,8.836830289521657,1.440931913208652,WB,Poor
84,97,194,7.977146658352924,2.488398231086696,UP,Moderate
99,48,47,7.384773381436947,0.6967354737992324,AP,Poor
103,87,9,8.279846035506495,2.1488603509268236,WB,Moderate
45,137,70,4.069842260694472,0.8268034192679421,AP,Poor
43,103,144,4.030372172000569,1.6853593636712625,Punjab,Moderate
21,29,132,4.769833179878352,1.7766688504071877,WB,Moderate
113,106,189,6.4762855970888715,1.8555135605739639,MP,Moderate
124,77,192,6.849868535829266,2.632608115709744,TN,Good
123,126,187,4.568442657210307,0.7435892529383842,MP,Poor
29,75,75,4.3614280992534,1.304726962027288,MP,Poor
7,121,70,8.141670655484406,2.4233893209999957,UP,Moderate
97,86,204,6.3223424073652925,3.330696669857984,Punjab,Good
56,134,77,8.962472128944615,2.3623924865103385,UP,Moderate
110,120,159,5.146733295565078,3.150098337820814,Gujarat,Moderate
72,14,160,7.236005560499141,3.4052177525881695,Bihar,Good
114,134,169,8.021940827655026,3.151712971051586,Gujarat,Moderate
19,64,83,8.363190780063748,3.4166206261112353,Punjab,Moderate
24,49,23,5.531595077362965,2.8311243208914787,Haryana,Moderate
18,140,183,4.966401914536081,3.1614691398366714,Punjab,Moderate
4,123,17,5.130472866596527,1.9743546195887787,AP,Moderate
74,11,49,7.333713847682586,1.5363171897742656,TN,Moderate
127,76,10,6.611649190860942,3.499131889443402,WB,Good
71,25,133,6.9949569131473925,0.7932797120191447,Punjab,Poor
39,101,110,4.102643089908934,3.3745959284035907,MP,Moderate
25,51,125,5.954866045352011,1.7926229001531984,AP,Moderate
26,5,29,5.55074233042507,0.5671499341017957,TN,Poor
82,144,158,8.318906453722523,2.9090492897683617,MP,Moderate
127,132,145,7.881293446248455,1.8326500626069326,Haryana,Moderate
32,98,23,6.147859321798467,2.896058400150792,Haryana,Good
96,136,142,7.152647905422298,0.634449411396388,MP,Poor
110,38,177,4.238396968708984,3.4224395053825747,AP,Moderate
15,91,75,7.186257253958168,2.5131138643017703,Maharashtra,Good
22,36,19,4.486024976772222,0.6439885437468317,Gujarat,Poor
134,7,111,7.57009390459506,0.5139403287200822,AP,Poor
25,72,163,6.869192242667867,2.282004738378405,Haryana,Moderate
95,61,130,5.502466213211031,3.4294978965807834,UP,Moderate
11,118,140,5.8541999816123775,2.071998468659939,Gujarat,Moderate
71,37,34,4.45045791216578,1.5616831427526996,Maharashtra,Moderate
132,135,102,5.613942352073299,3.316777806602012,Gujarat,Moderate
105,136,101,8.834214551481113,3.451860837181405,Punjab,Moderate
116,34,5,6.430924313085896,2.853454418807113,Maharashtra,Good
25,74,20,6.371204610259231,2.6537442618490443,Maharashtra,Good
132,53,118,7.146143944947744,0.5061911071854469,Punjab,Poor
21,34,15,6.422219048682403,1.4410479589618324,UP,Poor
12,86,159,5.777545498814884,3.2755287346874233,Punjab,Moderate
106,138,90,4.69760787034363,1.6044074235316326,Maharashtra,Moderate
22,28,172,7.151576190833978,1.5037387103772062,TN,Moderate
96,119,176,7.744612113896719,2.1115419686465486,Maharashtra,Moderate
17,96,74,8.615513264912103,1.843359084189553,Maharashtra,Moderate
116,25,124,4.015069282859366,3.076393636798728,Haryana,Moderate
29,12,189,4.333302056069946,0.7450882059266704,Punjab,Poor
25,40,180,8.497028309881674,2.4762480584336557,MP,Moderate
38,128,172,7.155777697597923,2.5915705614837923,TN,Good
129,13,43,8.789551382160779,3.1403382874988566,Punjab,Moderate
112,44,135,6.1542229706103475,1.7473532133401581,WB,Moderate
133,133,187,6.083435851248536,1.3850160308584951,UP,Poor
45,121,5,5.721322896986859,2.3796825871029346,TN,Moderate
49,72,27,4.714094619348581,2.674775209610176,Haryana,Moderate
105,7,199,5.893164544738844,1.0129378299276723,Haryana,Poor
71,112,194,4.07324270096819,0.974490874097046,WB,Poor
73,126,119,6.546566424368274,1.2908094211158303,AP,Poor
16,13,166,8.236051035591228,1.2437519622764124,Punjab,Poor
69,8,149,5.605983768453074,2.751962320380586,TN,Moderate
5,10,52,4.473200782606785,2.0921077925647023,WB,Moderate
25,77,95,8.868806616769785,2.1433725601121805,UP,Moderate
139,30,57,4.644888044405129,0.5441064978416742,WB,Poor
98,134,65,6.643487483897497,3.4827725731433596,Maharashtra,Good
21,118,107,8.045928436270598,2.9893702325016727,AP,Moderate
50,89,106,5.261726036976339,1.8309934876122247,AP,Moderate
103,90,143,8.207447699478156,0.7006466577197167,Punjab,Poor
88,135,147,6.785125703534107,2.582863945880983,MP,Good
137,39,94,5.659678399405589,2.105138430041054,Haryana,Moderate
8,118,122,8.328446080653013,2.5326167155077597,AP,Moderate
78,63,143,7.110000766564754,2.532732441718777,AP,Good
51,42,139,7.076922132938752,0.9642030904553162,UP,Poor
129,37,51,6.5200485856826145,1.4864295550772373,MP,Poor
12,125,140,5.373687435668663,0.5532801521974346,Punjab,Poor
50,104,9,5.524302230608722,3.446788470844238,MP,Moderate
33,49,91,4.440395364297153,2.9193964785305084,Bihar,Moderate
34,52,198,5.2186185309137265,3.2864256766178417,AP,Moderate
130,122,95,5.389125430201162,0.6323919115733423,MP,Poor
119,33,67,4.293507463157322,2.0010409882209785,Bihar,Moderate
69,88,25,4.551573683395615,2.7423012521395806,UP,Moderate
66,117,203,5.351264942688519,0.8111142445763685,UP,Poor
102,121,123,7.3862626155984525,2.8312608687355065,Bihar,Good
72,47,125,4.921174955156131,2.4425068175635753,Haryana,Moderate
115,23,106,6.609247999439335,3.454865908854874,Punjab,Good
132,12,94,6.539516327477644,0.9225973925398296,Bihar,Poor
66,15,144,8.170190398118283,2.387831864933537,Gujarat,Moderate
138,12,116,7.045819026957949,3.341403086853184,Punjab,Good
120,117,143,8.584995393469205,2.731008242317479,Bihar,Moderate
93,42,186,7.140506846577008,1.508443926755536,MP,Moderate
128,139,142,4.127578188996251,0.8577525003475689,Gujarat,Poor
90,121,123,5.907460359475032,3.391299502277098,AP,Moderate
91,78,20,7.495239880280563,0.7157111509447704,Haryana,Poor
62,76,147,6.375609472097471,3.4255053701663343,WB,Good
28,110,190,6.096989349107904,1.4105350988825425,AP,Poor
11,122,123,7.357728154479307,3.0809333288055387,Bihar,Good
76,24,88,5.42866439825799,2.1629353368633732,UP,Moderate
40,15,136,8.544890158459184,3.237771588273657,Maharashtra,Moderate
129,46,26,6.06571800495292,1.7798567948474018,Punjab,Moderate
36,94,167,7.156089054587664,3.0494118939170765,UP,Good
23,56,146,8.911666332850977,1.2151552277890851,TN,Poor
98,56,98,7.927401149770142,1.900224557431793,Gujarat,Moderate
99,141,35,6.658115793857457,3.038907363713953,Bihar,Good
138,99,74,8.296937941247176,0.8550850210619246,Maharashtra,Poor
57,139,95,6.802188592345564,2.685902877307926,TN,Good
28,6,132,6.208267173139696,1.8106154855303513,Haryana,Moderate
59,29,15,8.367264724989976,2.0396448757274905,WB,Moderate
94,80,40,4.135776784454714,2.237095765973784,Maharashtra,Moderate
41,98,84,6.0373306838160445,1.3269802667400001,TN,Poor
42,98,28,5.7149623328462305,0.789115698172496,Punjab,Poor
73,45,172,7.57043153181041,0.5559780575710337,MP,Poor
63,91,117,4.062931075769068,1.7927663112110066,UP,Moderate
1,85,46,7.30426239402237,1.3066121964022188,Punjab,Poor
65,128,25,5.731806179622891,2.3987902366638147,MP,Moderate
30,81,100,4.489466895214523,2.6478136337738003,Gujarat,Moderate
114,42,55,8.901653908677847,2.0112342375644436,Maharashtra,Moderate
25,46,85,5.061143689253855,2.3568839516141007,Punjab,Moderate
28,82,59,5.745649644738168,2.182238378139073,TN,Moderate
77,68,128,5.035232946396897,0.5137341533428633,Bihar,Poor
24,136,136,7.3099559864601105,3.0251057714545064,UP,Good
47,129,66,7.91258157034078,0.6786875809069387,TN,Poor
64,31,91,8.303204173207906,1.7310212692028473,Gujarat,Moderate
66,63,157,5.554991089720819,0.8330555083144195,Punjab,Poor
89,69,202,6.622766957657581,2.486941836731793,Haryana,Moderate
136,29,146,7.316288124280955,1.476763292825766,AP,Poor
37,41,45,7.147604875601955,0.7134565217268883,UP,Poor
86,128,189,7.580135968079027,0.6360584540986332,Gujarat,Poor
64,75,170,7.848636518223774,1.2114252527720377,TN,Poor
26,98,194,4.48736678035652,2.5017942689261607,Bihar,Moderate
105,71,45,4.841555123458325,2.654664494525867,TN,Moderate
122,107,49,7.6716052475704455,0.8852912482881856,Punjab,Poor
43,95,130,6.383377669549348,0.9173366411028978,Bihar,Poor
99,94,100,6.13516895536286,2.279680822863403,MP,Moderate
27,74,148,6.277200625387971,3.37179903810636,WB,Good
16,63,23,5.860130067156802,2.1587331883459053,Punjab,Moderate
126,16,41,6.955337562904964,2.6352263818420534,UP,Good
122,55,89,5.61662771327688,2.2262478863161186,Bihar,Moderate
130,14,193,7.184077002954494,0.8145073433483917,AP,Poor
75,13,30,5.013185577594035,3.339392032067522,AP,Moderate
45,91,98,7.788444568078782,0.7159548067951947,UP,Poor
68,98,108,7.907999872871253,2.7796104285668957,Bihar,Moderate
136,56,196,6.89260408112323,3.4380566847753014,TN,Good
84,26,129,5.846617313747719,1.4569916204117108,Haryana,Poor
10,77,145,4.0719828661843085,1.0148907335451258,WB,Poor
68,87,95,4.607662362256567,2.1985230653726515,WB,Moderate
98,76,91,4.398435063943338,2.8851996924869208,Haryana,Moderate
90,122,166,4.05102512574433,3.3484251487545285,Maharashtra,Moderate
93,72,127,7.611098859504516,2.5810227625138245,AP,Moderate
114,9,102,8.78033379968197,1.5076193457142262,UP,Moderate
30,87,27,4.055841326494075,1.9830384735233078,TN,Moderate
10,125,112,4.56345300897732,2.7836017576526584,AP,Moderate
86,10,152,8.303379296749355,2.863797271003225,UP,Moderate
120,73,58,7.442511247381208,0.7233117469089613,WB,Poor
129,62,190,6.023551982481514,2.3412189820915783,AP,Moderate
104,47,63,8.963982587336577,3.4021101563232943,Punjab,Moderate
26,76,152,6.868106708949975,2.855770102501708,UP,Good
1,95,43,7.34799506374714,0.5219683575475587,Gujarat,Poor
102,41,82,7.265881834177564,1.1748247103265888,TN,Poor
100,62,95,5.113508150444471,1.8350263287921933,WB,Moderate
20,131,164,6.440622048887461,2.6188084044719786,Punjab,Good
57,41,173,5.082056492751628,2.165740138024405,Bihar,Moderate
132,20,73,6.547322651038118,0.7319835746162883,Gujarat,Poor
84,114,72,4.153906094043031,2.7148057486650368,UP,Moderate
92,135,91,5.909795884258463,3.016141045639074,Haryana,Moderate
19,16,25,5.861050364442343,1.1172734773190274,Punjab,Poor
60,27,156,5.458153109259124,0.702270899332519,Haryana,Poor
37,115,148,4.396144710826186,2.872872561144908,Punjab,Moderate
24,143,36,7.85483530131218,2.4213390631727774,Maharashtra,Moderate
129,56,158,6.10227432144016,2.910512077689961,TN,Good
120,131,7,8.069865893806217,2.1997902804414524,UP,Moderate
25,33,86,8.178636189607793,1.7856136799251248,Gujarat,Moderate
66,125,125,5.067986949508948,3.3892331387160466,Gujarat,Moderate
0,105,120,6.1066505689941195,2.839879265964073,Punjab,Good
50,15,139,7.604870026045177,1.7357487387470907,Maharashtra,Moderate
4,143,92,6.497480768374483,3.2225542591183007,Maharashtra,Good
12,93,148,8.275341152014855,3.4804977385042015,Haryana,Moderate
139,62,57,6.857845038567032,1.4247095427061727,MP,Poor
47,23,8,7.147904839292833,3.177430366694622,Bihar,Good
56,54,177,7.935117322723526,0.6361924220633175,Maharashtra,Poor
114,126,36,4.611110538142556,1.143047007728054,Maharashtra,Poor
34,76,87,6.9212411895902735,0.9827368179576158,Haryana,Poor
75,59,106,4.427149343820738,1.5697807407735151,Bihar,Moderate
93,103,62,5.302755617685193,2.1878677341728583,Bihar,Moderate
4,74,17,5.062858532122894,2.6599395450032484,Gujarat,Moderate
21,121,154,6.835380453309202,3.2084113915014285,Haryana,Good
102,30,48,8.219511891952264,0.9756428995156344,WB,Poor
