crop,region,N,P,K,ph,rainfall,temperature,humidity,fertilizer_amount,yield
Maize,Bihar,126,96,19,6.966688589142621,202.63817268601736,24.371877481363327,31.86851011040617,22.21651314730004,4.913587285012562
Groundnut,TN,52,91,148,4.7501667558955845,29.19538771141491,28.51005834333982,28.926252351967715,89.77045889285831,4.976538840639603
Soybean,TN,38,97,59,4.308239424743025,165.81809778003193,25.8046222992813,82.64461505564086,84.19851849869126,4.692394337424562
Maize,UP,36,88,136,5.813695585436621,33.17978904559288,16.520663976910182,71.98771013122894,109.28436989834964,5.33300505376396
Bajra,UP,30,85,30,4.474077055734046,272.67146678127574,25.837847204754684,62.126286562897846,170.61775678300268,8.292001287601463
Rice,Haryana,61,43,43,4.498907221565274,217.96292356611514,25.857574407301083,71.65972240868354,39.817731161609025,4.589238163432062
Maize,WB,102,37,189,8.74455286934631,43.50017716442686,11.879546204466566,20.660469684153313,30.28024639337812,4.772935450881772
Rice,Maharashtra,80,82,131,4.339991577811295,162.14158803953543,17.84002333552884,79.38352475088405,161.27532525365166,8.217132381648982
Wheat,Bihar,126,35,132,6.197046491217778,225.83041168245396,27.986166620518183,23.538478762054304,70.06610649448483,7.423292415991124
Barley,WB,5,25,51,7.7802124010946425,100.62996143595404,22.594075468134623,56.0881521909865,192.95123781913986,7.034259834675207
Cotton,MP,104,132,180,5.423016295248479,72.58022270454717,34.06978195740279,22.201634971579995,122.41888071676136,6.850594766023466
Sugarcane,Bihar,80,138,96,6.489076854951664,209.19636108613156,11.862390904329397,72.72697292271383,98.36733430790453,6.949603287850974
Cotton,TN,86,94,181,5.800120074515563,238.08870252508467,13.814282211532799,39.22326963827635,82.22866039811663,8.409816126467955
Wheat,TN,51,62,169,7.566819021443918,132.22489543621356,39.470513890589174,51.162344078857004,190.73247073533398,8.591627990577024
Maize,MP,12,36,42,7.049016857954424,87.28298759970117,28.86071645412097,88.95409884818697,196.0699536336353,6.103286872909213
Wheat,Maharashtra,52,63,104,5.544382576922179,283.74136206059524,28.176836516673532,72.68223046993762,82.03587824908305,7.046668034796848
Cotton,Haryana,133,107,66,7.158327390293844,170.15386557753533,33.00835738807302,27.883135363099086,194.93965413866235,8.568230232527982
Cotton,UP,54,85,65,4.01543321577829,157.26311557100132,19.687105478637793,86.70513851177529,123.17353606993629,6.597910366313207
Sugarcane,TN,58,65,122,7.355082025832485,224.60465594868307,29.71456389391562,53.078646637606525,86.75181833377854,7.244117660683818
Groundnut,Maharashtra,97,44,12,7.908619389757886,270.9088117343762,23.64005703582111,78.50463527430242,196.78779425664885,8.73847851958452
Jowar,AP,73,86,42,4.034416459414529,105.60508351001587,20.849997589068465,29.049979413554293,197.87526753305758,6.822349214529753
Wheat,Bihar,60,117,110,7.3033368122107865,247.60895510118638,15.11575052572215,27.775193027905658,188.2022097237764,9.409440719122442
Barley,Haryana,44,93,40,6.7487823985450435,281.3546958047109,12.51334565727373,38.45435283014705,95.65056316609112,7.200776927805226
Jowar,WB,134,16,60,5.414388171310115,289.29793676710136,10.4692555238056,22.08126658235495,162.4397905595873,8.897451456636212
Wheat,Maharashtra,85,111,49,4.9898574794067825,212.57322602284992,19.06062406668817,62.919512501584634,197.42467023273215,9.565184783482279
Bajra,Haryana,13,13,54,8.787212337394148,235.84041392658938,10.512476920057694,32.55783112342216,38.10622484775632,3.296788940264159
Soybean,Maharashtra,35,93,24,6.408022149813238,255.9021095514938,18.220354293895504,86.2612109355755,49.671046214622045,5.468099579646644
Soybean,AP,7,115,195,6.289742326336345,241.86374199450236,28.757340091792138,89.76856630427599,44.56843993034595,5.932276159466914
Cotton,Punjab,11,53,187,8.23303481620647,72.4061384260938,14.61538017984882,84.39890388837496,80.56423123379456,4.462910623313461
Soybean,MP,105,18,166,5.913569477901355,20.63575426907171,23.539634320795354,38.58146471437804,44.89774390841926,4.223880974244955
Rice,Punjab,50,137,106,8.028485482260564,180.6657978856591,14.417850815131501,50.32536653592962,187.0730339455222,8.87069226358583
Barley,Haryana,4,130,111,6.837679083957209,194.96948780617385,20.860703612289825,44.25304552060352,108.99450814310956,6.681915683467347
Soybean,Punjab,0,52,96,5.053947178544803,83.23267426511401,36.01300813679714,47.59092733252561,110.13418543627341,3.8362041813800207
Maize,Maharashtra,103,61,36,5.753775567215341,72.46851820329796,30.64923418826153,77.66900792106969,149.08228825293708,6.629376313677039
Rice,Maharashtra,104,97,47,4.11504149012955,169.03714238318207,32.16362761888887,46.44474265942592,60.231580578370874,5.9941303328438424
Jowar,Punjab,100,64,83,6.199648466140479,270.0896434153733,24.28156404707064,83.24480933596881,186.6087758270613,9.644173261272181
Rice,MP,127,85,145,8.683206873290555,72.58530787337695,37.361022230521826,24.4072408166563,76.20826979605506,4.875056060758083
Wheat,MP,96,47,6,7.159780284973346,265.00458082488444,14.435691031585929,48.76519127571097,101.84910012218663,6.905192877158668
Cotton,AP,48,86,193,6.889593211616977,261.638204499371,13.59288688975159,20.53198658311516,130.8680841892492,8.255196088654063
Sugarcane,Maharashtra,94,95,146,8.348305544066413,90.09414785907023,19.53274716891498,45.07043755390912,177.213376717229,8.089201740372008
Sugarcane,Haryana,34,68,174,4.610997932759081,243.35930766932356,12.959048367374303,42.17282596035564,161.31357444793022,7.5835541724910485
Bajra,Bihar,12,6,147,7.982060537480087,288.42929901428965,19.048326831454325,71.32920935783869,121.35483559215048,7.928366871280138
Barley,MP,115,5,97,7.487865381714988,64.16484814012378,27.005882801724628,53.5046506341639,159.00117492697328,6.430819197287424
Wheat,Gujarat,37,122,126,6.647328073782395,172.87287957865595,22.133879322877817,47.739748489775195,85.43462456363646,6.368558225578586
Sugarcane,MP,77,68,142,5.925698902384516,245.8595636528263,23.11030121732516,59.437459871959774,97.66985632000464,7.008829737095303
Cotton,AP,133,76,188,4.177306381160776,112.91266580399167,14.849593006201523,21.891396311174425,109.03968983655132,7.411791801161017
Jowar,Bihar,62,89,121,7.090103594916197,41.313143347075595,23.356883492058202,74.29559610098035,184.34034118053464,7.17821560780553
Sugarcane,UP,8,28,185,6.846527621916659,54.37981378631948,37.631184124196,43.0447308984577,60.803646522742625,4.157041381953718
Maize,Gujarat,22,134,109,5.423625180968388,113.34550706952706,11.889090567285503,55.2729316745859,138.3699169224471,6.486378980682251
Rice,MP,78,63,62,5.372780011686196,31.919841169792328,30.46085227190157,85.7861169278532,113.5510047456855,5.509220330996476
Sugarcane,Punjab,117,106,103,5.7880905939692395,32.75366635969791,29.027591135341257,84.61918743530488,156.3208015504572,7.025502320503613
Wheat,Maharashtra,58,60,122,6.166963107404996,292.92830991065847,34.159756164021644,73.23807631466582,176.63709243198338,8.153649642702845
Soybean,Gujarat,113,118,112,7.690501520282979,54.47864392158164,28.088077096226787,54.50193496011712,22.85520285168627,3.8999672321966035
Soybean,MP,134,9,66,6.5615964737926085,65.7361387708536,21.919971859385306,60.14369320137232,84.8822515076055,5.83856988205379
Jowar,Maharashtra,46,113,61,4.75121120123221,185.4452244279905,33.75358977212299,30.150899445990802,156.4475465576039,7.096065624438184
Soybean,Haryana,88,128,195,8.457040097857506,248.1617511357415,20.778802506114225,80.78709366377379,178.56421028588568,9.022013102283852
Jowar,Bihar,86,123,136,6.396084876402821,64.70392848366842,17.58019795044878,31.27439631572647,102.32380892364286,5.50814128650324
Wheat,TN,74,40,82,8.48638478895371,32.04839092215591,26.233408586042994,72.80508166086946,84.13269975815514,4.298627432109286
Barley,AP,135,76,108,7.065019776952192,81.52979720765141,38.3756118977762,83.16174234247674,73.60325463864538,5.69528972503909
Soybean,UP,35,98,100,6.845844919009703,161.1011334815604,26.48000635487423,24.043347855516803,178.42742492649305,7.373098102579479
Bajra,Punjab,38,142,127,5.671027163927656,297.6085837257541,39.84371794626749,77.25736343257054,135.2223510733182,9.073135774590451
Cotton,Gujarat,64,89,166,8.856266916416278,193.06268909975262,34.15850281603016,58.44712362210496,86.36415839967225,6.593509783806269
Rice,UP,43,56,36,8.916396908750038,82.09886959639283,35.828943439633264,63.70046977345354,106.70699903605441,4.617102531855341
Soybean,AP,76,136,82,5.81421687866508,23.094682706382127,31.510268250664996,57.7595105447765,40.845611445740104,3.8859529069259113
Jowar,UP,79,15,166,7.947767355876513,66.49620723908464,20.683427885453774,72.34807001739966,181.50792149472693,6.061845486279856
Wheat,Bihar,36,109,202,5.349679719299583,203.73119100708814,24.52100311246897,78.91293801494378,121.74857056071848,6.980543836012016
Soybean,Haryana,13,130,44,7.068984030923858,109.22857742567781,31.35692880740261,21.816651673120006,127.48840947609197,6.272941710881791
Sugarcane,Punjab,121,117,39,7.354344535183682,175.4158044860949,18.924445188690882,52.94367438246637,166.50220915812932,8.076259763891917
Soybean,Gujarat,139,34,19,8.922040239382593,184.03206846642632,35.63420665002075,22.336513986673044,94.2963669269929,7.102728718162325
Jowar,Bihar,54,127,55,5.441137776258103,64.52519558415747,24.64890093569456,39.48020772161756,73.68018174502978,4.8363480295179855
Maize,Bihar,21,92,24,7.529676585630318,134.39955088463046,30.358031550424812,80.07919654728164,143.23498960099988,5.786952888826819
Maize,Maharashtra,83,29,41,5.2273959826459215,175.0338080485923,24.878303656843077,28.91800434766185,71.76346953950235,4.707826914104316
Soybean,Haryana,89,34,42,4.180593609322223,262.8213991539475,38.97009442328368,50.95428506119657,88.81080892734721,6.585470463189839
Rice,TN,14,78,153,5.425091567204895,243.86029756223292,23.13618511805902,79.63251097340724,118.02286661181314,7.386811964873464
Wheat,Haryana,29,128,14,7.932076474238444,208.58813897215592,22.647047847191168,81.84119319098622,94.50675964459631,4.69096812967965
Bajra,Haryana,28,143,104,8.684573338220837,237.61199887265093,28.96744590855163,39.383671663745346,198.29165449130798,9.13428183135513
Bajra,Bihar,116,77,186,4.130646676477826,288.3658501982803,13.57496085337898,74.7457530279278,190.1322533358232,10.97271515274446
Soybean,TN,107,116,141,4.560331569364189,233.6314282166409,31.373254645718568,29.83800515719355,121.04204639077764,8.628475295875843
Soybean,MP,114,9,174,5.849113037996872,77.11490149648793,11.438307946165173,55.59675824957731,78.5508681356229,5.098475004801251
Maize,Maharashtra,15,80,105,6.262573437074797,114.1038230112437,37.81973375248563,62.47950526328619,84.00427646864684,4.531692621015895
Jowar,Haryana,81,24,148,8.640689873961488,123.01475234152254,26.018878586138648,55.995828794627016,77.21600030601348,4.538796537593862
Rice,MP,27,104,111,4.104213045244229,142.51567319014103,18.79454064859935,52.59342072361467,161.70761354282783,7.4629344680345495
Soybean,TN,61,29,28,8.245010809658623,197.40030096996438,17.74960373931534,64.88718355936324,54.55246382315496,5.111583393309254
Bajra,Haryana,55,114,8,6.57230418450971,137.63464223242977,31.931222494135852,21.326592381950718,48.91206883781135,5.1633512170637825
Wheat,Punjab,74,131,176,5.0737294265384785,150.25344068909135,12.557523910091648,28.939984108647415,102.16408823139449,6.984427641210278
Barley,MP,16,73,122,4.980557403891894,186.078853293871,37.81513176853369,36.57763833234504,139.44090679350694,7.024968971266672
Sugarcane,MP,20,95,155,4.249917831955599,246.93031327120153,25.18829607423388,72.68736351744175,130.92899119930806,7.842846278374546
Soybean,Punjab,114,6,46,5.230807047491081,145.57262923913,30.50371502856879,34.2733918072773,67.0017874207197,4.912188540686793
Jowar,MP,28,144,124,8.872909722027345,196.5593216010159,12.246148386321778,55.93296278277629,99.01977739862804,7.449946525599353
Soybean,UP,67,32,198,7.989848594465764,150.2195106057464,17.335925353902066,26.63748232493473,79.27852408023418,6.199471440431983
Jowar,Haryana,10,48,96,8.811979529700615,299.31845719592843,10.151051087748282,52.07212637718453,144.45374410706256,7.837626546059327
Rice,Gujarat,81,89,121,4.776161313636334,284.1833085459563,15.573570382989482,68.39349088306732,27.939384483481145,6.172057825000085
Barley,MP,127,47,23,6.74578121914851,171.422467381027,26.60732660047448,41.42422912076921,169.02355494498528,8.104740773603256
Cotton,AP,116,59,152,8.660566311839602,248.3070572205539,24.965997142142587,26.64096258822623,175.84012206747917,8.821236819328123
Wheat,WB,95,140,160,7.300734027905377,261.709963900472,33.40587021809929,58.49030959551375,107.46663927385232,9.207167089018297
Wheat,TN,73,128,110,4.1001337786353895,27.803727911638603,29.262029581572484,36.61189454132246,117.12479510776038,5.87715778500322
Jowar,AP,107,68,28,4.3483746695142536,277.6323850686961,31.610266056656783,43.84144812037199,39.93895210060668,5.52975550133915
Maize,Punjab,137,121,6,6.1092727582900945,260.9194868879019,17.371849162053294,74.75201367383006,131.25564879878024,8.015407575673411
Jowar,Haryana,59,16,11,5.921713343225445,249.28936766353803,25.3301082809512,56.48383165769191,158.12241094547466,6.8971396159909375
Maize,Haryana,25,45,128,8.448464521682956,178.9389711217439,37.51329182598323,28.546715103101548,129.38066635337412,6.327938053490028
Groundnut,AP,105,48,5,7.901288051773237,83.77768894871637,24.701433743970675,25.09065190455975,152.48882234450863,6.2904603903674134
Bajra,MP,24,15,143,4.660763262266627,160.42568190210775,16.576078676322968,40.84050611879724,150.7028527638318,6.44166808359802
Wheat,TN,1,23,183,4.447490806269448,243.8175596073965,27.667067103078345,83.42417874713354,25.957803276062943,5.924274159014471
Rice,Haryana,89,129,192,8.334618599111959,146.46635890130528,14.472643101290029,77.86447936820451,97.94538071852651,7.825317251141174
Jowar,MP,83,64,163,6.248792689806274,296.45725093515944,30.10796006095746,34.49933798482601,112.43137387094119,8.905022159560497
Rice,Punjab,2,125,34,4.846513768838254,83.46743019484381,23.650292991170296,25.35305115066512,71.07761497300267,3.858701800127181
Barley,UP,31,18,81,8.492948283470474,275.01756065847877,19.723763657579877,63.44995221394936,121.59362362050456,6.418804396123113
Rice,Maharashtra,0,68,156,7.601848277742773,110.38130776963176,17.17136096133205,83.51403152687689,180.97627299986553,6.930658824513696
Soybean,TN,23,134,22,4.819656370839086,254.81876189461482,28.910776140381003,73.57861706418159,193.98228404304857,8.105508445730438
Bajra,Punjab,49,99,190,7.031375140394566,141.66001429360506,22.108670325521814,36.9092834983653,177.49483779999704,8.139934064013781
Soybean,Bihar,43,16,21,6.346422303337725,253.13195388609836,35.1546477134179,62.02946527577544,67.01517119926936,5.358838577651099
Sugarcane,Haryana,32,62,50,5.281274225026996,184.9840203665271,11.751872737418637,27.99530612609062,186.28025364422643,7.1762863264779595
Jowar,WB,37,98,116,6.955358307983847,274.0022795760689,21.266198873250712,53.05376253481591,167.9811771077813,8.387303909803883
Wheat,MP,111,46,23,6.201018416813736,153.99347634264393,12.925253271532627,66.14901115346345,45.73398992674605,4.311408307109588
Jowar,Bihar,51,5,16,6.808258260099446,281.2886898134411,35.39047005322449,62.165390177563815,182.0485220207772,8.232789228216113
Bajra,AP,34,110,86,5.465162250578313,55.673006680151154,19.87778789119293,68.70489132432814,139.9201598329846,5.949624869024757
Cotton,Haryana,16,76,144,7.6260652387905346,246.50695624483177,27.54969743162917,54.887477177537306,170.0486795282212,7.787129708342435
Cotton,UP,57,42,54,6.13316458592692,81.82194271949857,28.361667219377832,42.842072612801076,112.46319546278623,5.6151073802898095
Sugarcane,Bihar,47,80,198,8.06561034535435,84.39464052242329,34.61374408716419,65.89603385972507,194.41186082931753,8.170996078737355
Bajra,Gujarat,42,56,152,7.040450743865849,38.37468027757159,39.20647035114479,41.53526767023221,156.57125547740338,5.759614632567632
Groundnut,MP,47,115,10,5.217259506821909,224.90606203600416,18.537753170664125,77.4064143541752,61.862894806271704,6.602403081412149
Groundnut,Bihar,43,84,133,5.704045561990242,200.27027147769147,23.80768035692684,65.76209663743984,189.86436443024758,8.626569811232253
Groundnut,UP,32,88,139,5.433156346530524,113.82534735619338,26.31726102637862,53.17910990688593,131.38627313626674,6.214035312066941
Wheat,TN,86,112,100,5.796517441061246,293.2206945555348,16.849603072720242,70.7851767679223,102.86554228476318,7.350925185158812
Wheat,AP,82,102,59,4.857489787129526,36.274534555021965,15.021103677688105,64.36597603208115,114.77539542713241,5.855636077458493
Groundnut,Maharashtra,129,90,128,6.378011763958185,235.56118682309932,10.258770461908348,22.421462557540785,44.02526412421008,7.325456636383315
Cotton,Punjab,137,66,113,4.245538822437496,93.89582359731396,11.574377643565109,59.917403751906086,176.37034820649305,7.882361914377977
Bajra,MP,82,7,109,5.739769285754089,38.763536004621955,32.75696616611613,30.926196118287976,60.31091716509934,4.484175009813022
Rice,WB,135,85,19,6.134545829010673,198.2893505862029,31.597797356287355,68.24655150622623,157.45028820537036,8.801617230022604
Bajra,Gujarat,106,130,99,7.820109360383103,112.14784323619543,10.796389646437811,54.1845957831439,156.42361441478732,7.962187646271195
Groundnut,Bihar,108,95,156,8.312156376772084,146.14269554597468,24.199425279407322,37.58329248140183,181.92274014764757,7.8151827255731465
Bajra,MP,91,107,33,7.864658773367431,152.37929539025254,14.15041883012751,84.41844969395656,159.90733771196702,7.565716709655811
Barley,TN,62,114,86,4.409696275399115,31.390885797505188,16.377506069490853,46.27246291710031,102.27343984518865,5.142592624847278
Wheat,AP,76,99,203,7.309412642590186,168.89985253335863,37.45632240351421,77.03471045993876,176.3469235889418,8.495961007255712
Wheat,UP,36,35,38,8.261665053510383,31.01023447835827,29.971636720097045,78.90910584144335,151.8578374667523,5.771619913772487
Cotton,Maharashtra,11,62,97,6.64451544793433,71.22980893629776,20.286124518252784,44.559149409116465,102.45996680277649,4.181985051604749
Rice,MP,73,47,41,8.677473849729896,220.6910419883816,38.46522829313486,24.270492294509125,114.61053353796507,6.640370393625997
Groundnut,WB,114,87,174,8.418184033107167,222.60979516569301,38.007170927942354,38.00715015860024,43.326356608609,7.666751320944107
Jowar,Punjab,80,131,196,8.39056884856656,20.78511633470315,22.15653523770677,73.52466869932117,188.37887541248602,8.306285504504453
Cotton,Punjab,14,49,99,8.820259289832064,257.6858547831461,18.01971778088919,35.81174044378132,156.290036252221,7.884340939405061
Cotton,Maharashtra,79,142,151,7.826830368147644,22.43466200244725,38.392277980257504,67.94828224223095,130.25394592051512,6.606658298263335
Rice,Gujarat,83,14,155,7.42951770057121,291.3067739423587,35.365995815994665,39.13847007023299,20.73055081957072,6.598868954310313
Soybean,WB,118,78,75,7.763875400786928,176.92303838219988,22.36592937050502,59.11692363425778,30.753521429082372,6.410291333907342
Groundnut,TN,9,96,10,5.78978886735268,123.09038280936929,20.863049528968748,75.09689972201089,40.52949831050536,4.310190504419025
Jowar,WB,41,16,103,4.041726444220992,189.9844853376158,29.316337633553946,85.87809862888943,88.27518902682942,5.410738829574161
Wheat,TN,48,22,59,4.219650908985993,61.58922973661794,35.13216315635579,32.809700287145965,28.917134166197336,3.0904558839291325
Rice,Gujarat,16,32,43,8.263408148064308,153.62791697119255,13.357166728906787,50.9445986978802,51.09869091665952,3.9850077825400994
Jowar,TN,104,18,29,6.05005836988879,212.8628337186071,27.68059592381744,61.710846194892724,91.69112200119662,6.789017718019946
Barley,AP,56,12,102,5.812067463021029,203.2419630077983,20.032332848297806,23.97758969220184,100.86239135023139,5.349415865120912
Cotton,WB,85,104,87,7.06356149171859,274.12987112839016,20.542681185682945,74.1662860275212,78.66021762211625,7.973136934021419
Rice,UP,131,7,8,4.6998788956255435,99.62353380597762,27.492042843086328,49.958836500224834,133.4026400618025,5.398436332075812
Wheat,UP,68,141,37,6.719745037250113,39.74596720547308,38.33474722383567,52.1747368962193,143.53131485193774,6.334956551627893
Bajra,Bihar,94,51,70,8.178352954037058,124.30605302929901,28.409138436980456,89.82236780672771,27.344374712231033,4.272589615680902
Wheat,WB,82,67,134,6.127229691192205,57.184476146628135,25.09509188823297,43.20377478488189,107.6187075414145,6.4607607985907585
Barley,Gujarat,49,81,146,6.589937464613641,270.11520780556805,29.962794769364123,55.85883556828464,166.40780882535805,10.127148144784217
Rice,WB,125,90,182,4.822393296124501,294.7714703322077,16.520803878940363,89.34640905917591,176.47164276865183,9.333934861646544
Barley,Punjab,66,125,15,7.684614039630906,197.6621635132998,27.92654618586993,63.560277651689056,25.921479247041113,5.529862091427797
Groundnut,AP,87,17,38,6.809690125299683,242.24795726965885,16.38236598306784,49.34147446893856,149.9874213022195,7.852893797450874
Groundnut,Punjab,127,138,170,6.759448335487981,215.07506882198265,25.031242754929618,58.7543422639043,111.43286568776794,8.297190485666505
Bajra,MP,112,64,171,5.128126438757424,173.43025168567362,28.44606440977086,21.71800472042781,117.51600393482802,7.5912849649022895
Cotton,Haryana,104,79,154,8.58652625584586,251.91093773863693,22.581783915250448,48.45129411024405,90.2620954658309,8.11151345861122
Soybean,Bihar,114,20,46,5.722060876218462,270.11226817892157,28.83318363741802,28.464819510679852,195.8534770110168,9.515583266399368
Maize,Maharashtra,62,89,189,8.806001493763581,163.54519695226156,36.42200958781258,53.36765913362348,163.72283539487785,8.491403668794833
Jowar,MP,25,59,170,5.708549603727221,247.1192266760463,11.360430296676338,42.69273105809468,76.19056869549772,6.7984463913012565
Barley,MP,127,82,13,8.501558244760108,129.2343621648445,35.630477065361774,67.51506386460092,101.60010153613277,6.221737042271745
Jowar,WB,0,59,92,6.792600275682654,85.32704275401973,26.86281511704311,84.8925851804942,179.91517380464884,6.077580843613433
Bajra,MP,93,13,33,4.3204457230417805,149.6357966908492,31.41523884570571,38.21920537521888,152.6344327008248,6.950793160041046
Jowar,Haryana,114,10,201,8.77161891253072,89.27115256951772,33.89130239365684,84.56891362387742,160.91367868214311,6.872016456117872
Jowar,MP,11,106,174,5.66289703263737,129.7165886948564,14.578319299139263,23.70944576465385,158.90317806976194,6.950590901339273
Wheat,WB,41,28,64,8.069948522598846,199.38270327621052,11.587565783763072,36.62001875363899,144.8059936635864,7.161665417618959
Rice,Punjab,15,55,171,6.828521619351992,68.14395434517417,26.028039754518637,30.422904137195882,139.43653195159297,6.662823204783054
Cotton,MP,66,21,95,5.221258819529442,222.81139293051362,22.854246892761736,70.20671444654059,79.28192655554564,5.2485054719092314
Maize,Maharashtra,98,25,204,4.701317634098691,270.94475236417156,26.954808641589125,53.652399984691684,58.11719747812494,6.480808082718562
Rice,AP,58,87,64,5.172362054321182,127.10827680630234,34.164297840528306,27.790917855274415,102.38596900964913,6.13727260250841
Wheat,AP,37,66,185,6.724833866278266,292.8791274219941,22.215912278959074,82.49539828711029,187.29595002191263,9.566156061883547
Jowar,TN,138,95,130,6.540482327198418,212.92218156534918,30.522947363785956,33.6140875160876,83.09268651354122,6.8106412015857885
Maize,Bihar,27,121,80,5.349732759139859,181.1022148265802,22.703645556382018,34.37766061549418,166.20150613183986,6.9564480025385915
Wheat,Haryana,90,79,140,4.785648535423195,105.10408642563253,32.498411367681555,84.34209102659015,122.92706400353575,6.512167869601027
Wheat,UP,110,121,110,5.753324688648972,24.611120772120113,38.25264244686283,53.52361166445802,167.09289478805277,6.308161116015839
Wheat,Haryana,93,58,109,4.794858223903293,135.73501581915113,17.00895705445813,70.44824446142287,105.36193031688539,5.825481388842166
Groundnut,TN,76,143,153,6.530922132358368,275.2803318651366,11.990190388151172,59.30454231940933,141.35340169977258,9.94883882636012
Maize,Maharashtra,79,125,188,6.16753344357852,245.14197488577028,24.393960623866526,83.69760820975218,40.057567879279986,7.745991476615848
Wheat,Punjab,129,140,180,6.244172161335297,295.18686622166916,22.802819408894443,89.64913449052396,83.99701988003807,8.428420654485288
Soybean,UP,71,125,51,5.306169233248147,246.12985613900815,17.06168353180525,25.482650361536308,53.60402900233018,7.056004879335723
Jowar,WB,37,57,13,4.466778161479025,224.26675969122903,30.38453269382842,39.63704012901772,80.75532342606967,5.221107277702406
Maize,WB,30,44,82,6.931265219605306,44.3275603663624,11.869440271328692,57.36188163256859,26.583124540464823,2.5638699857542577
Groundnut,Bihar,79,13,133,8.86998150711494,294.31313823444975,28.49168740793769,71.58427123787206,46.399464195354355,6.2226297507835335
Barley,UP,95,80,59,7.344212223815846,101.75422311723773,12.4331460925914,54.99148870475935,180.8724179865764,7.280399092275234
Barley,WB,16,80,35,8.439885392083372,88.26696220999587,36.815583406429,27.364379710221456,178.8975344376204,6.394961399495435
Cotton,Bihar,106,134,84,4.481861153788935,28.217010831304783,27.139935508903537,77.32514902139013,53.21422439803604,4.273528671788925
Sugarcane,Maharashtra,23,74,95,4.303883483563156,132.43506158143268,26.838818454163754,29.735932926114963,56.202816618628596,4.22361070638427
Soybean,UP,117,8,143,7.830375492717219,270.5097554593892,33.260220468061,53.80615330490506,190.07299207445158,10.12600428155156
Barley,Maharashtra,135,65,70,6.273414349130679,235.45270099972174,32.36204525196358,51.45498545097614,141.47261091826476,8.074677463632488
Groundnut,WB,86,130,192,8.134552889531545,184.13883835100452,10.466697255772425,54.88352062609435,199.89648256180828,9.280028509989688
Sugarcane,AP,18,40,35,6.403914978185684,229.0965173823508,36.759340851957305,29.70911693567802,52.47304570381208,3.929006963391916
Wheat,Haryana,49,45,182,4.373253842164521,34.78665199078979,27.297989507808172,31.475472933661294,45.2543099309716,4.2918476294570755
Wheat,Haryana,70,107,64,6.268835723583068,72.64945980852724,35.08333868813861,68.90124475010586,132.5044006875865,5.550052018308195
Bajra,Maharashtra,111,86,66,7.3303788629603055,151.0733854456151,31.887286532250922,38.400170908661295,34.44535635365507,5.934257775262251
Jowar,AP,23,52,171,6.582744877385652,207.32938319459268,10.94510237087761,37.74346823579603,162.6428424748463,7.682751468273599
Sugarcane,Bihar,45,101,135,5.085643654944231,179.30592310177116,13.631538465635566,48.39456750888786,163.519562418015,7.9076315640426165
Jowar,Punjab,135,29,116,8.620632534709978,63.031996779146795,15.417132566084941,39.55319698887676,35.438160729654264,4.831002428725443
Groundnut,Punjab,76,8,190,7.326997238371057,250.06626523513552,20.50221191325658,87.96717747827472,168.24465040586773,8.983795994491352
Soybean,Gujarat,2,22,72,6.632448544952814,57.99907649301305,22.689842245434914,68.35356335466548,159.01846963527373,4.445289481287314
Sugarcane,TN,76,124,34,6.374567903296386,90.29695375519997,31.993573681811977,71.96790212934086,126.06236408698331,6.302471273677142
Barley,MP,117,101,71,7.062646511609044,285.1350662841612,21.119951333882113,83.69256015324622,91.52610325274232,8.505123997840984
Soybean,Gujarat,57,88,72,6.322915950453712,282.6022157375798,34.89416513395446,26.767238227584848,171.18546733848137,8.72628936707916
Bajra,Punjab,20,77,190,5.542176027511088,66.32031775996049,24.53778828949179,49.887700565608114,154.99450603370013,6.069502761806732
Jowar,AP,64,69,81,5.942931953149138,84.10838284234136,20.421748098665777,62.358206066153954,62.24152631246474,3.671609459330866
Jowar,Haryana,65,115,185,4.961847472174093,200.15015309882884,34.33992266021889,73.97869039695631,102.02747725724478,7.324317399110275
Soybean,Haryana,41,31,18,7.80677675475467,254.77072003657148,14.392597332347291,87.50826826194323,168.8195735164084,7.798368025499344
Wheat,Punjab,42,92,142,8.030913998449503,176.12656737223386,27.743903289382853,68.38798202808465,138.06167962017736,7.139459707940613
Jowar,Punjab,25,54,26,7.672363222192628,98.49852582738609,10.806009992698257,84.27530570219885,85.63698591491125,5.434171841923972
Bajra,TN,135,142,195,6.316079418652329,99.72060390848056,32.34157484058929,88.73777698458426,160.54117457440677,8.233735284722433
Barley,Punjab,81,113,65,5.074268844749797,30.109168825501833,28.308763329922844,68.11199111239682,172.04672767195748,7.15082898862652
Maize,Maharashtra,103,93,178,8.813057193968298,21.565866103962104,34.62997517109575,70.02760461082813,29.432739338921724,4.874213563064842
Barley,WB,129,135,41,7.853816907548784,55.901690778593206,18.02090524634047,88.5405383722554,62.20683084933969,5.3203194281307695
Barley,MP,83,90,25,7.879627785986948,298.03855105171004,33.49375730659537,74.56661096281701,92.22110020761578,7.201322318330334
Jowar,Bihar,119,108,135,7.122315940543736,74.94486253513685,18.942496803751673,76.58911763540175,191.50594869859754,7.701476145562964
Rice,MP,2,114,151,5.410804820890537,173.7927111266229,20.717260783288086,26.156995137990286,97.82933188159876,5.222125671398935
Wheat,MP,103,124,36,4.91494564974343,68.14754316390508,38.26188986094579,88.88905181380515,51.76326822716075,4.8783896422610775
