N,P,K,temperature,humidity,ph,rainfall,region,crop
123,42,11,15.47660047651268,56.651389678042676,4.411843073016907,284.10928080140496,WB,Rice
24,133,11,29.564084084818454,39.000154669004985,5.1429814469244555,40.87889047561434,Haryana,Soybean
53,45,126,33.19433353938025,72.28718395734847,4.786300142752135,289.0426771019073,Bihar,Jowar
72,35,168,36.51297155873806,31.07761484274902,4.0761236272384185,185.06225460576786,Bihar,Groundnut
119,40,120,35.81945426405112,22.100992113205916,5.57925746579228,280.2413730948208,MP,Sugarcane
55,109,17,12.976297829827326,62.36854782751065,5.622285711030539,233.90519860600054,Punjab,Jowar
64,113,199,13.770220209371285,34.72068879818748,5.17496703647464,296.1716003029382,Bihar,Rice
92,35,24,37.29015438826207,47.94660762651247,6.765510884645064,79.63703084424293,MP,Cotton
85,117,57,35.31353295753799,36.179564798229094,5.092250461093083,165.7887536033717,WB,Rice
79,135,90,23.811344951483196,84.26432130203872,8.70532751983611,282.8147222109342,Gujarat,Barley
107,65,184,22.901562753314597,43.65920491468198,7.66231102467245,58.50280016077598,Punjab,Wheat
117,10,101,26.583990246493602,51.43514418190017,4.607003296823013,238.4087274673306,Punjab,Jowar
82,24,65,27.89907549644869,36.439008287685155,5.344305363227409,275.90766993732694,Bihar,Barley
14,115,129,17.626496813029142,25.939570812746215,8.912190172551611,124.98270903907584,UP,Sugarcane
130,65,106,22.11225290431757,55.87896329965097,5.000925835665431,144.0574274517232,MP,Barley
138,27,120,28.590788924167533,80.81062884514965,4.584785951729439,252.9751923103606,Punjab,Sugarcane
29,83,94,16.188021582073368,44.6177153822518,5.161588166737447,178.5955906624252,TN,Rice
56,35,100,39.96499712899633,74.66780229805558,7.569281757643176,153.98186774255933,MP,Wheat
127,8,65,18.48818356876112,22.282862631309065,6.589364326752386,96.73921208543258,Haryana,Wheat
47,122,60,26.572458340659992,36.48560520660649,4.337823012548094,170.11260891936024,Punjab,Bajra
135,70,98,26.62478781197371,29.204672894082293,5.808925743406016,125.2448807403107,AP,Rice
21,119,44,23.544556851673114,48.201767847312894,4.433102572441852,151.9153550956269,Maharashtra,Wheat
5,35,85,17.24630370031433,82.60330500989394,5.453413492575847,258.0327127034395,WB,Rice
103,127,67,26.960592170065585,46.145835134303574,4.854811747351195,256.76244571154643,TN,Rice
35,47,189,12.73043246050332,62.23265403014742,5.102871947773114,25.87878972495553,Maharashtra,Sugarcane
78,8,136,21.607783400066012,82.86994834795297,7.890813651307168,172.84008156680835,UP,Cotton
115,52,158,16.727565850480115,45.18505857883096,7.917486863801375,286.2047337153623,WB,Jowar
56,93,99,13.725333219068391,45.60289379034999,7.662080313425308,144.88873073718747,Maharashtra,Soybean
48,130,66,37.764487926434725,26.15881285435414,7.441244525438079,50.914376315378576,Maharashtra,Cotton
81,81,186,30.9982874482982,44.433475603572305,5.225825891073537,23.158568749186106,Haryana,Cotton
65,69,194,15.064866470233998,72.2311916894521,6.203671612599562,134.28399165630668,Haryana,Wheat
76,73,150,38.48187581798549,79.12405650599568,6.300229491206377,265.539829242937,Gujarat,Soybean
44,18,14,16.47976324443273,70.59253607586707,6.674290368509146,269.9621233160327,TN,Rice
78,79,40,17.068397913917156,20.484774830109746,8.281730692413404,205.2651792253134,WB,Wheat
19,33,134,13.998111266351845,28.188376000382625,8.44312983890812,286.8261306341744,Gujarat,Sugarcane
122,83,64,31.835594062944487,71.16873985800066,5.080263619816591,40.23331370541754,AP,Cotton
66,98,179,27.126262979046878,85.96776610329215,6.159970375981448,123.7383668994765,WB,Rice
82,70,77,11.74753397244612,68.67527912007671,4.74012175143573,241.93736452186195,TN,Rice
2,119,164,10.758998482448888,35.82723192197368,7.240878179099589,255.16592614725883,UP,Sugarcane
63,44,201,25.97978463327192,27.52908524165279,6.860350919638529,45.61821889281035,Maharashtra,Barley
39,36,183,29.54593575768061,81.39113984894757,8.254133905916682,184.4030573614463,Bihar,Sugarcane
58,24,71,34.686208495475995,26.93213583698602,6.594458380469039,206.51645828724216,Haryana,Soybean
61,57,85,24.348187724666182,30.572587462080044,7.905462825103159,82.13130231789742,UP,Sugarcane
131,53,81,30.295914362771715,61.76849050699595,5.590451476560452,29.33800059053084,UP,Cotton
59,93,199,32.009669828712674,33.29979546216276,7.4712673356762025,25.799319059533204,Punjab,Cotton
115,86,72,28.391580789343177,35.93153491824158,4.200806298314969,120.51991451513547,TN,Rice
74,5,86,20.56648757102279,29.95809982111352,4.757635833246538,55.690110880547394,AP,Sugarcane
121,65,60,13.956864490829293,86.10283396820186,6.234845721094075,179.9407570022149,Bihar,Cotton
106,134,103,29.426156335885054,28.744762685968453,8.434470318424523,89.99176948598004,Punjab,Soybean
95,98,18,33.06088995437199,85.19324437299169,8.425570614484197,114.66844279933136,MP,Maize
90,21,148,15.694813559618852,42.83378844522269,6.993849470853574,116.48273998996788,Maharashtra,Cotton
129,121,80,24.846001572444436,77.50916430385712,4.649439303861218,280.7656752115895,Maharashtra,Groundnut
61,110,79,21.91736154360863,86.49982986411207,7.40482771699519,261.2431227382133,AP,Wheat
48,136,70,16.17109226575949,56.34804257695481,4.8844065183260215,201.6537786560456,Haryana,Jowar
136,89,37,17.359394495855106,73.91204872765536,5.752326062059361,63.95616360149785,WB,Wheat
91,47,17,17.130224449830283,38.62073269594761,5.57093663946503,41.546300228252264,Bihar,Rice
123,80,34,22.56792863480095,46.807493485449186,8.422328739494262,119.59669853238753,Gujarat,Jowar
60,144,30,21.713857549953218,58.70907078964019,7.467850799896009,179.90517135715987,Maharashtra,Soybean
47,54,118,26.625361966803172,79.53228236732363,4.355283226621477,222.9970034210403,Maharashtra,Sugarcane
135,65,17,12.796320695879075,63.45166277769504,8.216933915063247,26.72614897382623,AP,Barley
57,108,72,27.437510077127857,21.546917680936275,6.152005884821953,74.54118079312924,Gujarat,Soybean
100,55,127,10.65538264869437,41.334919591360475,7.7738228628816195,142.7624781512676,MP,Groundnut
111,81,37,17.721253850209628,80.54802841555968,7.883393901380911,120.69265106963444,Gujarat,Soybean
61,102,147,25.064140419383712,36.81657753506043,8.993404722959582,148.32037031032488,Bihar,Wheat
38,87,149,30.60808910153972,45.754971917442575,5.734721027053176,111.6704012289489,Maharashtra,Sugarcane
57,82,10,33.13796870843791,47.273030620735994,8.322216568118257,184.60103693471493,AP,Bajra
98,9,9,11.066839487991418,30.811691404820962,5.433983252497536,262.4783079612324,MP,Barley
43,142,165,26.12460663900982,44.486843454688454,8.977700718695926,42.93781994096204,Punjab,Sugarcane
28,92,58,20.633097775678728,77.21945032849172,6.051256146654353,102.03702327407413,AP,Sugarcane
58,21,148,30.847267608647844,79.43657079023491,7.300901306563059,94.57221472225972,MP,Cotton
70,69,178,18.513392863349026,60.662828087583144,8.972548832532016,172.35781552311687,Bihar,Maize
91,128,156,32.31170888882352,67.51177234784132,5.00208732315817,269.8182630723908,MP,Bajra
8,25,129,28.067107235099776,57.420089242675296,7.1199988307996485,249.57555764422426,Gujarat,Sugarcane
126,115,9,33.690171511528014,23.09907951293859,8.99188502727032,272.71546320723155,AP,Barley
133,111,199,39.53181874213987,68.76794067005821,8.719800533041926,79.50761173383603,Maharashtra,Cotton
130,26,129,37.25757931492501,89.75856129224982,5.1037037687431805,116.19363064276446,Haryana,Rice
20,73,80,27.79870584538652,35.9476328076909,4.493625802747212,97.13406652117084,Bihar,Rice
63,40,54,36.81286532223923,88.75058392534837,6.130363482772467,172.85625178434753,Maharashtra,Sugarcane
89,77,173,14.592694385644128,89.84415204334238,7.816777269945133,207.92879518093224,WB,Barley
35,95,187,11.291054707658457,29.906022384120124,7.9485519705752425,136.30698245957984,Punjab,Sugarcane
61,130,85,25.99399749710843,84.82946262041322,7.03713979123661,106.16788903037744,MP,Rice
75,103,117,39.231093284165816,67.28728441901157,7.074439793024787,196.94030065179774,UP,Bajra
12,19,24,31.29209342325722,52.64602771184204,4.603296218694894,159.5355573702273,Haryana,Bajra
10,48,182,19.154272107508937,44.12625022404739,6.2060450482785665,252.04169003125278,Bihar,Sugarcane
53,101,129,30.0631405842133,64.08611155361439,6.880841837716659,35.10418412968896,Maharashtra,Cotton
15,40,39,11.197231393141049,78.9950674008768,7.417994157351364,226.100203231738,MP,Rice
7,34,182,24.118588619814545,22.38716518495686,4.458871821695061,213.97362203110575,TN,Rice
103,30,165,17.11767050239987,57.48235899085512,7.453255063932131,262.6759879731275,MP,Soybean
58,89,71,11.475944546866936,65.51847890284782,8.706344011371463,256.5854069362473,UP,Sugarcane
56,105,203,17.497311421185564,21.792230416363186,7.9311769850049405,62.08549390353482,Punjab,Maize
39,125,142,31.67381293983305,82.23543197195639,7.11938174852719,199.5719781168256,AP,Sugarcane
129,35,45,26.53566346800282,86.62529436275803,4.48567850104724,189.1592736204454,Punjab,Jowar
93,21,172,10.703046948623651,62.87439196406734,7.971782355861647,214.43401032630243,Gujarat,Jowar
137,102,138,22.292132594619883,28.190075212392074,7.314777543939867,294.75748045205876,MP,Cotton
43,130,165,32.56513313600776,85.26881972276307,6.743470388465335,50.639803009758225,AP,Cotton
138,28,20,38.63814080690054,76.35049681680914,8.010716855066178,196.18475494183343,Maharashtra,Soybean
79,126,28,36.23072712577103,21.99837603377404,7.372510802811342,187.13161590385425,Gujarat,Cotton
80,136,64,10.045592536899175,60.54103395380445,6.348496279816663,22.090896866726833,TN,Cotton
1,141,125,16.56105991080461,28.017612146573327,5.172867917739731,204.42220996531043,WB,Rice
139,134,78,16.23210652725657,29.87464773438122,6.521700854855882,159.2043874159663,TN,Rice
114,127,143,22.392838900832274,33.475696145479155,4.770353566570291,236.43751914776618,Maharashtra,Bajra
89,42,176,29.372636936270226,47.73319464910607,4.300978330858691,231.4664771044086,UP,Jowar
22,135,7,14.59207182643788,81.34680025969752,5.169797628942011,32.22371394325384,Punjab,Maize
61,61,170,37.47036082016369,22.17527888713681,5.835505428857631,238.51529643255392,WB,Rice
112,46,172,33.31350744464316,68.24476789434505,7.234026624032299,271.2173996715636,Punjab,Wheat
127,57,124,22.579958119829296,87.51855523355164,6.49687063174764,196.96163269213235,AP,Rice
61,123,23,27.51980428822576,64.88634106583638,7.675726034691755,263.37867372081547,WB,Rice
37,125,44,26.25406015847319,77.09235415848164,7.68738113731764,78.27906007197689,Gujarat,Bajra
60,60,57,27.46690167031231,83.12406210338148,7.530375635304724,272.28761640377695,UP,Rice
128,91,168,35.80345761248705,70.0358463367019,6.737380061089537,282.04813269870016,Punjab,Wheat
121,80,71,16.0035891835202,66.18899588019576,7.315166168554246,99.74665471386847,Maharashtra,Soybean
109,89,90,30.511419060275585,21.25767207322375,8.887132166362424,116.70267106043235,Gujarat,Maize
12,89,93,13.210984004124585,56.32223623234213,7.528907086646494,219.05448102261138,WB,Bajra
99,85,152,23.774919243671313,52.845805069166744,7.712400226884312,114.09922750019126,MP,Groundnut
134,12,160,29.075166068455147,56.58939389386161,5.4559641776004915,297.0603762800799,Haryana,Soybean
21,15,189,10.37504983440353,50.2736273168527,6.389929389340289,100.69491394551532,WB,Sugarcane
73,142,135,13.241987920220293,83.45902602830434,6.176031961544566,28.084345837399898,Haryana,Wheat
131,119,90,12.73800308274317,82.23210626874871,5.76735117320438,248.9361404568796,MP,Rice
22,85,112,21.240778228034344,28.798898875463927,6.297806883861952,32.123181713990704,Punjab,Sugarcane
118,91,169,28.66026870635343,57.30249603543717,6.990107204852388,292.7927399370066,UP,Soybean
69,46,125,39.87895091396908,87.16912886588497,7.120997004741964,187.9876699964557,Punjab,Wheat
83,41,150,17.622366560251503,61.90649089637727,8.197872674128552,143.00479676323278,Bihar,Wheat
100,96,88,14.078785944747683,76.11678940762255,7.281612165492559,225.12187608730068,WB,Cotton
83,89,50,22.442879451628563,46.13520154598124,8.34687266618522,220.43436265873387,AP,Rice
27,63,9,14.37926298005369,46.40742968728448,7.283065200300946,128.78676000645203,Haryana,Wheat
135,41,111,10.736336277952862,42.79810983475484,5.750393564388434,79.90342526663703,UP,Soybean
0,25,127,26.91877176964948,21.529182524013574,7.154355042763831,256.5758774172694,Gujarat,Sugarcane
62,134,77,36.38717539677723,84.73961287188666,7.645098027842861,278.1531204027229,UP,Soybean
21,87,85,35.82550315362072,44.47491893568812,7.42827192642013,298.5610465247878,Gujarat,Wheat
69,5,61,13.023657184557248,45.696156945917195,8.249561729436305,121.70835082728803,Maharashtra,Soybean
124,111,158,14.42430745893661,73.16831858766227,8.52789011173155,181.53922788488663,TN,Soybean
95,32,37,24.73362979475121,56.882518586331116,5.676059184710921,294.69482045803034,Punjab,Maize
78,54,101,21.031495604153235,45.34295085267111,4.394599341572314,135.49150445622513,AP,Rice
4,39,40,31.09223628304569,81.85322009630073,7.2820535123768675,241.3363298113487,UP,Maize
59,141,97,24.848230006357543,77.77654494457406,4.551313258383056,283.13175453018044,Gujarat,Maize
119,136,26,10.603545360619513,88.37611000963776,8.419911984402972,71.92894877248538,Punjab,Rice
45,45,86,18.53692534838298,64.87151451751524,8.110822886556427,222.87778514266128,MP,Rice
133,71,21,37.04475612075386,68.30676277172981,7.567639119664985,216.81753156106777,MP,Maize
55,52,48,25.345264806229615,42.71496663812066,8.630880055499354,128.90808481767192,AP,Cotton
109,90,184,33.93846255109477,26.970599191718367,8.435915399212385,294.6796021001792,Gujarat,Wheat
103,62,26,22.06888297830782,27.414171429403964,8.61466711968118,262.71392809534274,Maharashtra,Soybean
76,43,201,30.308909435387168,65.21583233346307,7.677224469009549,298.39638980625796,TN,Soybean
1,29,133,15.07009651710878,27.92901458745681,5.842281854035974,174.02087372043405,MP,Sugarcane
7,64,34,32.095998016650505,83.46385960287606,4.2387237838803795,82.20364506815002,Gujarat,Cotton
74,121,171,33.59743139250447,69.27080578877474,4.307802907597056,98.21320900061878,UP,Cotton
124,90,167,12.704207773478364,35.83447179795135,7.965727995159666,241.62988407910044,Bihar,Maize
37,118,73,15.499322291598805,39.54481627163997,4.956900621336601,121.25082696714156,Gujarat,Rice
26,88,202,23.886678207685087,69.69816021927124,5.565469530997651,80.18905323780673,UP,Sugarcane
19,128,93,29.123102092228947,77.68839545391842,6.930533151346443,278.12814858623636,TN,Rice
139,115,15,29.124740037245292,78.76009910970387,4.655455099019655,115.47122500824815,AP,Barley
42,46,55,30.046089417271283,62.07190205058864,8.926641383633454,42.8554484286749,UP,Cotton
30,56,67,31.43245740999099,30.866239040064382,8.085513520355345,178.63163980491646,Punjab,Soybean
90,52,90,25.172999131626213,77.28516509466192,6.923554036406347,174.0620792126599,Bihar,Soybean
60,36,127,27.245664677540987,75.41504700447678,8.542294160294253,138.24936938183163,Maharashtra,Soybean
108,135,38,10.252184014248924,78.47503101767869,6.467853808388041,144.99230989076523,Bihar,Sugarcane
90,122,125,14.998021160267088,31.03646463488341,8.484734554182129,81.53320724097198,WB,Jowar
94,27,187,24.956921262847526,67.9050422318401,8.12990095667219,102.83097639262888,WB,Wheat
12,139,82,32.36779174211068,87.21707534138356,4.070416603911693,156.2371361151582,Haryana,Cotton
112,131,127,34.267747000701966,37.92431103045547,7.983691998306066,292.1955267397566,AP,Wheat
34,41,24,31.868310762416556,70.17096187010266,7.919648187877996,294.4352125876623,Haryana,Cotton
47,11,190,24.59208169855629,38.1242202022476,5.586902336625466,44.41344001841368,Gujarat,Sugarcane
34,81,21,18.43832643540602,41.496748612371,6.4652086953756776,273.7835090670934,Gujarat,Barley
85,86,38,23.341484807245322,53.96876532534486,4.690974636803825,143.23415698458413,MP,Maize
113,99,103,10.278846942701641,82.64678305129527,7.332908617465932,148.55665875195746,WB,Wheat
99,26,194,27.93878368335476,22.706326827092514,7.371965686701122,120.60437793972837,Maharashtra,Soybean
98,82,166,12.237007123298845,89.27489175708205,8.90729416149295,266.2303968416041,Gujarat,Cotton
2,86,204,14.361702846211363,74.04540047266954,7.613766267252942,148.01104524366988,Haryana,Sugarcane
84,23,151,28.779298613567885,45.18452282550949,6.236740299731457,21.58925363440251,MP,Cotton
124,99,120,10.40046017037248,44.79121425309885,4.901365584151978,281.9021068543229,UP,Soybean
137,43,118,27.20665999883292,53.808686528625614,7.938576990204008,292.7473707235574,Maharashtra,Soybean
82,121,101,29.151402619608394,81.28349822691894,5.768978179653106,141.07415543135266,Maharashtra,Cotton
24,40,130,33.64825040550637,21.254213858703817,8.718623358804557,142.11496714243918,AP,Sugarcane
67,19,124,12.040915838905672,58.37747554843036,5.385442001681436,24.903049805465468,AP,Groundnut
60,64,70,10.087949901895556,23.926051159231086,4.983015880074079,76.50013001940806,Bihar,Wheat
28,93,76,33.005736817895716,28.09205231398142,7.102173778712938,53.63342948288211,MP,Cotton
126,20,97,18.701616375974766,68.34661050838999,8.578156082077573,242.75563674739288,UP,Wheat
18,102,174,36.61615664570742,36.40162196063164,4.705337100052288,164.32195638415902,TN,Rice
73,108,55,15.549057823742926,22.91163636722656,4.206715683638944,101.01677323905453,Bihar,Groundnut
60,48,203,27.56517266046232,31.496609605191516,8.836925236374032,278.8845149993499,MP,Cotton
19,55,181,13.28228993062444,34.60466585052544,4.6836185747386905,200.9133194891276,Haryana,Sugarcane
47,22,128,22.080704452132245,73.88473969972046,7.037598331191644,282.2623975299642,Maharashtra,Sugarcane
86,9,161,36.46193184906791,63.74468920244652,4.995489033118994,91.18732332386531,Bihar,Cotton
138,10,99,28.250425252313168,71.45868088757845,4.838409231058212,262.612145046456,Haryana,Soybean
109,80,34,30.688511072994608,45.887559572048275,4.780227070395447,259.3511220056936,Bihar,Sugarcane
27,119,103,16.77910991212449,27.91929420614631,7.549851247785675,271.1966750745974,AP,Sugarcane
58,16,157,37.682527611040925,76.3703072411204,7.7981097222257825,248.88205110301388,MP,Jowar
132,16,115,28.704473210434685,29.82847870586368,4.599000953110086,245.72272637894213,Punjab,Wheat
50,77,200,13.176564526594694,46.787723681660765,4.682843567128487,257.7205947610113,AP,Rice
11,110,117,10.466567435097629,38.35947691640288,8.671654151850346,270.86744587203873,WB,Sugarcane
49,53,194,10.477675495415893,40.75743975732634,6.944299379650845,138.65194721465673,TN,Rice
131,8,42,11.536353766475608,62.12996632159515,7.906476954525938,81.32191129313048,AP,Sugarcane
112,7,21,37.34847586814842,31.504650664928292,4.4027821165047545,40.19442711306843,WB,Cotton
13,18,78,20.751361890093882,51.21117231901187,4.262060996925235,97.03751209967126,WB,Sugarcane
31,68,133,18.9469758263598,64.70818735771186,5.980988773967641,261.6188914690693,Gujarat,Sugarcane
138,124,22,22.49637170035503,80.8239237915714,6.776271951509949,299.1877893864188,Punjab,Wheat
54,72,195,22.28714740592062,45.98592637959274,5.862499098752139,138.45934837432605,Maharashtra,Wheat
119,63,178,17.1547982706873,42.30842470267559,7.567162492676921,151.0348055642228,TN,Jowar
74,134,151,12.754840287548525,45.74930574958678,7.347414199425827,129.95811899422768,WB,Cotton
20,123,129,13.25879777876204,55.05579493433828,6.234273358213782,174.2583990686894,Bihar,Sugarcane
132,14,54,27.975660946814877,41.91662156289038,4.397091325488403,153.84467548614333,Punjab,Sugarcane
86,79,124,21.90505154919296,37.53164455259597,6.977631975755026,211.51584012546297,Gujarat,Bajra
58,94,100,37.073661637486545,46.271216449231474,5.20939383867331,96.90862239743419,Maharashtra,Cotton
88,105,58,23.91210131463023,74.44804853601647,5.929189763599842,132.8380348319356,MP,Rice
82,136,35,25.104747271280452,37.697035089791356,4.071989215774439,132.7263507886276,UP,Barley
64,32,101,37.84734943888766,79.12407431168562,6.605540816134521,109.23077556709806,Bihar,Cotton
63,134,197,25.04922218470586,39.95745789945556,7.494956887111489,243.50537261232424,Punjab,Wheat
70,70,50,25.059459326629323,62.21538278215752,6.887485092976421,171.2759574941827,WB,Rice
3,128,39,20.89488940879903,87.96833975858105,7.757881948202295,176.79804309046844,UP,Cotton
103,61,53,31.312355811502396,86.6255001811526,8.997078128487555,87.52320222106121,Maharashtra,Cotton
92,25,85,21.766830044549778,50.42430990006553,7.162839004429401,138.71037390293225,WB,Wheat
111,107,166,27.64966511199672,24.72610385094205,5.1053958330734215,116.50236866629763,MP,Cotton
118,62,33,23.42186031184235,83.18401000670647,6.861456446538488,274.1648326292925,WB,Rice
58,41,138,25.862345828976586,28.884118711406195,5.225372590269099,30.59071963448718,Gujarat,Jowar
42,136,5,34.81081897485119,84.64844631457768,5.651009410504982,69.00916968856866,AP,Cotton
11,51,187,22.41199064028097,71.28414243695136,5.760219802490533,204.9514342243072,Gujarat,Sugarcane
39,107,31,16.902334180589754,85.39673843757888,6.5999277968143915,189.39850261515232,TN,Rice
117,76,144,27.10961276344007,66.5774268270078,6.618659599213613,220.1202009510687,TN,Rice
19,93,8,38.12526455624892,89.6578873527976,7.336591268272553,32.71832021440801,WB,Cotton
130,62,84,30.796360624870545,52.690117666318145,6.188622875677552,267.11679054527934,Punjab,Wheat
89,109,184,19.250897316503348,43.07350554171591,4.938476141415042,280.67159465713445,Bihar,Soybean
93,73,132,38.88981495480089,47.531836992276496,6.454935755979642,238.9149389567165,Gujarat,Bajra
12,50,15,20.28150703499245,44.52022524803495,7.982342048686634,68.93302991198489,Punjab,Sugarcane
65,29,56,39.49762071456841,48.05580996115196,7.514126063802879,240.88561419837117,Punjab,Wheat
36,125,88,15.759691859693904,81.96414741119112,4.5763843338806405,108.63685286005287,Haryana,Barley
65,39,158,39.98948603021598,61.44427946111077,8.741675993335097,62.567515728387974,UP,Cotton
35,19,160,12.277169497258,70.79885444350887,5.5291429580567,42.69783008371353,TN,Sugarcane
25,110,76,31.397196451769556,40.15112819065648,6.932291630458748,33.204000960554964,UP,Cotton
74,132,198,32.21324758137436,89.29094782146915,4.160340069215163,255.85270916826033,MP,Soybean
107,78,108,30.387240608943802,39.65143195228004,8.547383489925071,256.0628530570259,UP,Maize
42,92,94,33.32820302938811,31.13176019027264,7.417858052884503,29.279398569201597,Haryana,Cotton
7,33,159,24.154988249427266,74.47362097092966,5.380275586445435,220.37606750116908,MP,Sugarcane
28,42,101,11.623418397277225,78.73527344594932,7.416662584551126,91.14918482437575,Gujarat,Sugarcane
39,28,129,20.732598782034643,47.56566865633954,5.46273576727495,82.3670634638993,TN,Sugarcane
127,23,187,29.269434916004457,57.875024754908495,5.298628831936243,177.3618126555084,Maharashtra,Maize
83,53,75,29.387411419026492,48.988958852354116,6.23492293735106,148.21252587180746,Punjab,Wheat
115,48,58,15.855814969399603,40.57453691864565,7.000325389615712,72.96612495276321,Maharashtra,Soybean
61,39,50,17.5901561892964,76.93639222958635,5.046731889460715,21.589127334848918,Bihar,Soybean
6,60,168,24.600944136473434,72.99261493300878,7.714525365134025,110.30687786370517,AP,Sugarcane
44,138,132,31.858315681366584,53.973004081299095,6.890256820091022,133.52026472155737,TN,Rice
87,36,153,35.58394309007368,51.888564567979635,4.03730077352454,153.06180675735467,MP,Rice
72,30,181,12.59454544122768,32.61145863431764,6.746879407672804,134.29775982580276,AP,Rice
36,60,38,37.76859747016637,64.60913520287166,6.104574420633312,126.50643526944893,AP,Rice
118,41,126,37.83194987637925,84.65744193869097,7.346798406335353,289.7250063843097,MP,Maize
56,129,91,10.238012262939177,70.3190724621738,8.488909682634828,277.58322909665543,Punjab,Cotton
7,57,166,25.192287270259065,55.43893459934289,5.313246512697555,129.53864941525242,MP,Sugarcane
94,105,172,27.614327921239862,22.706095633970623,7.368401134972121,283.5900184223364,Gujarat,Groundnut
116,82,139,26.611402873703224,85.119799102359,4.758342106174575,44.393890898420864,WB,Sugarcane
109,40,94,28.473149725845808,41.56310366188849,4.4279703275707485,23.563489808100574,UP,Groundnut
19,105,56,25.10053845588819,40.99667646926142,8.659142384220829,112.63336201018036,Maharashtra,Soybean
123,15,53,18.814207413000275,52.87172375905007,8.311446863655522,71.87809963325583,Haryana,Cotton
52,31,123,12.871131584821448,50.041614618231904,6.507023783297981,217.23903203342041,Gujarat,Soybean
118,6,85,16.251382317659612,87.36446479285117,4.691611969113525,195.35439882274477,WB,Rice
11,26,99,32.20765341363932,31.55052183763423,5.316614310710902,292.85391711863457,AP,Rice
16,70,93,17.231905558959276,68.2385508342979,6.8368960034566815,231.09116588587955,TN,Rice
63,116,41,34.89131006883189,27.47342391230852,7.259241615348764,130.5299233642397,Punjab,Wheat
41,21,194,22.10465101013576,39.38283049466489,7.453039684021718,95.27343840082949,TN,Sugarcane
93,136,147,22.434275646943743,70.54960248818603,7.739068064520961,35.26717641804286,UP,Bajra
10,18,6,36.05496223545795,76.28304037012273,5.0493554258989315,93.9826393881709,WB,Cotton
97,11,143,16.428664848291845,52.8247158606159,5.481264361263056,71.04885439901419,Maharashtra,Soybean
70,83,100,15.688577100994948,75.25415759110592,4.0631155901892,254.94401673114893,TN,Rice
107,108,21,39.56219216583495,85.45889356702979,4.369927067224801,111.23963912130101,TN,Rice
57,5,177,26.21813320774207,85.5051204335388,5.547451364571774,211.43441818377752,MP,Wheat
33,35,200,15.715621121729683,43.973211880296304,4.928886082264102,201.41137047243942,Bihar,Sugarcane
19,132,124,14.974144901345124,41.84978890058825,6.462703352894753,36.614815923083185,MP,Sugarcane
49,136,193,35.849949079780174,70.85112565344596,8.243308053661167,26.319327534514926,TN,Cotton
101,95,178,27.995379014124143,65.78661519379608,7.614937685696764,144.61501082850128,Bihar,Groundnut
137,62,36,13.45114762845298,47.45855757895943,7.772912020090635,279.2255942363824,TN,Wheat
51,60,23,36.6072426566878,36.007131290173916,7.001266344300204,198.9982766679536,AP,Wheat
14,47,199,23.317150170418625,63.290232135120796,7.502183782841156,259.92798387632746,Haryana,Sugarcane
83,78,8,39.68071816391175,50.11672946812054,4.900008835039946,32.31390825711077,Maharashtra,Cotton
130,53,29,18.45280983057663,29.247940912969298,6.762313781062617,125.93779701389307,WB,Rice
36,116,25,25.86451694344618,64.7474126194781,6.852964993000516,36.4825490763876,UP,Wheat
125,112,97,15.193008421978922,68.8372088254478,7.143552515621227,115.48062389337149,TN,Barley
39,64,93,23.191179360699664,45.496240705213054,7.896402090702187,99.56965974916977,MP,Maize
71,98,117,15.296126470280065,78.23680849770369,8.720011644638877,278.0132725808776,MP,Rice
39,77,102,19.216932595567947,25.157115828291058,7.558601405666025,249.08751102675325,MP,Sugarcane
55,103,146,18.09597213459906,54.71368459926317,8.612826579058417,245.78940961292142,UP,Jowar
103,118,154,18.49281796771576,86.94341308319743,6.749599289432773,26.968492207350092,Maharashtra,Jowar
138,19,52,39.09478934173994,33.33241956983877,5.446702449770673,162.19812126142213,TN,Rice
109,67,55,11.153394573645492,32.062696934905645,7.29265162815039,47.21971839268863,Maharashtra,Soybean
135,32,15,24.90584576120229,46.50876800486673,8.9046809838448,262.39319522889696,Haryana,Maize
92,40,191,28.877374127929844,38.765882980519805,7.548547611169431,146.59693820922837,WB,Sugarcane
93,129,18,29.82284123332015,35.50733755702119,8.845069798353208,47.20812205837868,AP,Maize
55,66,11,32.63637064398955,86.48901430725564,4.111965476022629,295.4230156382752,TN,Rice
59,17,201,32.82896224679138,44.139344127431116,5.291804087419223,100.66866959893215,UP,Rice
137,92,190,38.66508947307881,24.18866522909517,5.368020706988888,75.91718465567197,TN,Cotton
38,44,44,32.67003863811129,82.98472005956086,6.133994494704761,178.07770406954657,Maharashtra,Cotton
27,128,85,34.71067747519484,51.37722333541939,4.15394394667902,155.6523319129969,Gujarat,Cotton
48,29,157,25.969462457578615,71.51592335769601,8.57126710208062,96.85639386805826,WB,Sugarcane
124,28,127,29.730200314699715,45.71430730772968,7.53538138868918,226.45442143307284,Punjab,Wheat
12,101,174,24.343729504815826,85.46183258994023,4.419733429343408,101.05477803745043,TN,Sugarcane
35,43,90,18.29251140413301,40.14601788073762,4.873485799564136,116.61285013406399,UP,Wheat
100,113,48,19.401492408882,66.3936650254835,7.0155326293482,215.98978381796684,Haryana,Wheat
25,65,9,20.81598230035561,77.70414473043436,8.542513205004887,179.99518208606523,TN,Rice
